"pmid","title","source","abstract","probs"
38198623,"Animal and plant protein intake during infancy and childhood DNA methylation: a meta-analysis in the NutriPROGRAM consortium.","Epigenetics","Higher early-life animal protein intake is associated with a higher childhood obesity risk compared to plant protein intake. Differential DNA methylation may represent an underlying mechanism.We analysed associations of infant animal and plant protein intakes with DNA methylation in early (2-6 years,N = 579) and late (7̄-12 years,N = 604) childhood in two studies. Study-specific robust linear regression models adjusted for relevant confounders were run, and then meta-analysed using a fixed-effects model. We also performed sex-stratified meta-analyses. Follow-up analyses included pathway analysis and eQTM look-up.Infant animal protein intake was not associated with DNA methylation in early childhood, but was associated with late-childhood DNA methylation at cg21300373 (P = 4.27 × 10¯8,MARCHF1) and cg10633363 (P = 1.09 × 10¯7,HOXB9) after FDR correction. Infant plant protein intake was associated with early-childhood DNA methylation at cg25973293 (P = 2.26 × 10-7,C1orf159) and cg15407373 (P = 2.13 × 10-7,MBP) after FDR correction. There was no overlap between the findings from the animal and plant protein analyses. We did not find enriched functional pathways at either time point using CpGs associated with animal and plant protein. These CpGs were not previously associated with childhood gene expression. Sex-stratified meta-analyses showed sex-specific DNA methylation associations for both animal and plant protein intake.Infant animal protein intake was associated with DNA methylation at two CpGs in late childhood. Infant plant protein intake was associated with DNA methylation in early childhood at two CpGs. A potential mediating role of DNA methylation at these CpGs between infant protein intake and health outcomes requires further investigation.",1
38331797,"Self-control is associated with health-relevant disparities in buccal DNA-methylation measures of biological aging in older adults.","Clin Epigenetics","Self-control is a personality dimension that is associated with better physical health and a longer lifespan. Here, we examined (1) whether self-control is associated with buccal and saliva DNA-methylation (DNAm) measures of biological aging quantified in children, adolescents, and adults, and (2) whether biological aging measured in buccal DNAm is associated with self-reported health. Following preregistered analyses, we computed two DNAm measures of advanced biological age (principal-component PhenoAge and GrimAge Acceleration) and a DNAm measure of pace of aging (DunedinPACE) in buccal samples from the German Socioeconomic Panel Study (SOEP-G[ene], n = 1058, age range 0-72, Mage = 42.65) and saliva samples from the Texas Twin Project (TTP, n = 1327, age range 8-20, Mage = 13.50). We found that lower self-control was associated with advanced biological age in older adults (PhenoAge Acceleration β = - .34, [- .51, - .17], p < .001; GrimAge Acceleration β = - .34, [- .49, - .19], p < .001), but not young adults, adolescents or children. These associations remained statistically robust even after correcting for possible confounders such as socioeconomic contexts, BMI, or genetic correlates of low self-control. Moreover, a faster pace of aging and advanced biological age measured in buccal DNAm were associated with self-reported disease (PhenoAge Acceleration: β = .13 [.06, .19], p < .001; GrimAge Acceleration: β = .19 [.12, .26], p < .001; DunedinPACE: β = .09 [.02, .17], p = .01). However, effect sizes were weaker than observations in blood, suggesting that customization of DNAm aging measures to buccal and saliva tissues may be necessary. Our findings are consistent with the hypothesis that self-control is associated with health via pathways that accelerate biological aging in older adults.© 2024. The Author(s).",1
38273034,"Metabolic syndrome and epigenetic aging: a twin study.","Int J Obes (Lond)","Metabolic syndrome (MetS) is associated with premature aging, but whether this association is driven by genetic or lifestyle factors remains unclear.Two independent discovery cohorts, consisting of twins and unrelated individuals, were examined (N = 268, aged 23-69 years). The findings were replicated in two cohorts from the same base population. One consisted of unrelated individuals (N = 1 564), and the other of twins (N = 293). Participants' epigenetic age, estimated using blood DNA methylation data, was determined using the epigenetic clocks GrimAge and DunedinPACE. The individual-level linear regression models for investigating the associations of MetS and its components with epigenetic aging were followed by within-twin-pair analyses using fixed-effects regression models to account for genetic factors.In individual-level analyses, GrimAge age acceleration was higher among participants with MetS (N = 56) compared to participants without MetS (N = 212) (mean 2.078 [95% CI = 0.996,3.160] years vs. -0.549 [-1.053,-0.045] years, between-group p = 3.5E-5). Likewise, the DunedinPACE estimate was higher among the participants with MetS compared to the participants without MetS (1.032 [1.002,1.063] years/calendar year vs. 0.911 [0.896,0.927] years/calendar year, p = 4.8E-11). An adverse profile in terms of specific MetS components was associated with accelerated aging. However, adjustments for lifestyle attenuated these associations; nevertheless, for DunedinPACE, they remained statistically significant. The within-twin-pair analyses suggested that genetics explains these associations fully for GrimAge and partly for DunedinPACE. The replication analyses provided additional evidence that the association between MetS components and accelerated aging is independent of the lifestyle factors considered in this study, however, suggesting that genetics is a significant confounder in this association.The results of this study suggests that MetS is associated with accelerated epigenetic aging, independent of physical activity, smoking or alcohol consumption, and that the association may be explained by genetics.© 2024. The Author(s).",1
38246968,"Association of biological aging with frailty and post-transplant outcomes among adults with cirrhosis.","Geroscience","Frailty is classically associated with advanced age but is also an important predictor of clinical outcomes in comparatively young adults with cirrhosis. We examined the association of biological aging with frailty and post-transplant outcomes in a pilot of adults with cirrhosis undergoing liver transplantation (LT). Frailty was measured via the Liver Frailty Index (LFI). The primary epigenetic clock DNA methylation (DNAm) PhenoAge was calculated from banked peripheral blood mononuclear cells; we secondarily explored two first-generation clocks (Hannum; Horvath) and two additional second-generation clocks (GrimAge; GrimAge2). Twelve adults were included: seven frail (LFI ≥ 4.4, mean age 55 years) and five robust (LFI < 3.2, mean age 55 years). Mean PhenoAge age acceleration (AgeAccel) was + 2.5 years (P = 0.23) for frail versus robust subjects. Mean PhenoAge AgeAccel was + 2.7 years (P = 0.19) for subjects who were readmitted or died within 30 days of discharge post-LT versus those without this outcome. When compared with first-generation clocks, the second-generation clocks demonstrated greater average AgeAccel for subjects with frailty or poor post-LT outcomes. Measuring biological age using DNAm-derived epigenetic clocks is feasible in adults undergoing LT. While frail and robust subjects had the same average chronological age, average biological age as measured by second-generation epigenetic clocks tended to be accelerated among those who were frail or experienced a poor post-LT outcome. These results suggest that frailty in these relatively young subjects with cirrhosis may involve similar aging mechanisms as frailty classically observed in chronologically older adults and warrant validation in a larger cohort.© 2024. The Author(s), under exclusive licence to American Aging Association.",1
38176546,"Prenatal and childhood lead exposure is prospectively associated with biological markers of aging in adolescence.","Sci Total Environ","Few studies have related early life lead exposure to adolescent biological aging, a period characterized by marked increases in maturational tempo. We examined associations between prenatal and childhood lead exposure and adolescent biological age (mean 14.5 years) utilizing multiple epigenetic clocks including: intrinsic (IEAA), extrinsic (EEAA), Horvath, Hannum, PhenoAge, GrimAge, Skin-Blood, Wu, PedBE, as well as DNA methylation derived telomere length (DNAmTL). Epigenetic clocks and DNAmTL were calculated via adolescent blood DNA methylation measured by Infinium MethylationEPIC BeadChips. We constructed general linear models (GLMs) with individual lead measures predicting biological age. We additionally examined sex-stratified models and lead by sex interactions, adjusting for adolescent age and lead levels, maternal smoking and education, and proportion of cell types. We also estimated effects of lead exposure on biological age using generalized estimating equations (GEE). First trimester blood lead was positively associated with a 0.14 increase in EEAA age in the GLMs though not the GEE models (95%CI 0.03, 0.25). First and 2nd trimester blood lead levels were associated with a 0.02 year increase in PedBE age in GLM and GEE models (1st trimester, 95%CI 0.004, 0.03; 2nd trimester, 95%CI 0.01, 0.03). Third trimester and 24 month blood lead levels were associated with a -0.06 and -0.05 decrease in Skin-Blood age, respectively, in GLM models. Additionally, 3rd trimester blood lead levels were associated with a 0.08 year decrease in Hannum age in GLM and GEE models (95%CI -0.15, -0.01). There were multiple significant results in sex-stratified models and significant lead by sex interactions, where males experienced accelerated biological age, compared to females who saw a decelerated biological age, with respect to IEAA, EEAA, Horvath, Hannum, and PedBE clocks. Further research is needed to understand sex-specific relationships between lead exposure and measures of biological aging in adolescence and the trajectory of biological aging into young adulthood.Copyright © 2024 Elsevier B.V. All rights reserved.",1
38342906,"Effect of parental adverse childhood experiences on intergenerational DNA methylation signatures from peripheral blood mononuclear cells and buccal mucosa.","Transl Psychiatry","In this study, the effect of cumulative ACEs experienced on human maternal DNA methylation (DNAm) was estimated while accounting for interaction with domains of ACEs in prenatal peripheral blood mononuclear cell samples from the Maternal and Developmental Risks from Environmental Stressors (MADRES) pregnancy cohort. The intergenerational transmission of ACE-associated DNAm was also explored used paired maternal (N = 120) and neonatal cord blood (N = 69) samples. Replication in buccal samples was explored in the Children's Health Study (CHS) among adult parental (N = 31) and pediatric (N = 114) samples. We used a four-level categorical indicator variable for ACEs exposure: none (0 ACEs), low (1-3 ACEs), moderate (4-6 ACEs), and high (>6 ACEs). Effects of ACEs on maternal DNAm (N = 240) were estimated using linear models. To evaluate evidence for intergenerational transmission, mediation analysis (N = 60 mother-child pairs) was used. Analysis of maternal samples displayed some shared but mostly distinct effects of ACEs on DNAm across low, moderate, and high ACEs categories. CLCN7 and PTPRN2 was associated with maternal DNAm in the low ACE group and this association replicated in the CHS. CLCN7 was also nominally significant in the gene expression correlation analysis among maternal profiles (N = 35), along with 11 other genes. ACE-associated methylation was observed in maternal and neonatal profiles in the COMT promoter region, with some evidence of mediation by maternal COMT methylation. Specific genomic loci exhibited mutually exclusive maternal ACE effects on DNAm in either maternal or neonatal population. There is some evidence for an intergenerational effect of ACEs, supported by shared DNAm signatures in the COMT gene across maternal-neonatal paired samples.© 2024. The Author(s).",1
38316849,"Epigenetic age acceleration is associated with speed of pubertal growth but not age of pubertal onset.","Sci Rep","Using data from a longitudinal cohort of children, we examined whether epigenetic age acceleration (EAA) was associated with pubertal growth and whether these associations were mediated by adiposity. We examined associations between EAA at approximately 10 years of age with pubertal growth metrics, including age at peak height velocity (PHV), PHV, and sex steroid levels and whether these associations were mediated by measures of adiposity including body mass index (BMI) and MRI-assessed visceral adipose tissue (VAT) and subcutaneous adipose tissue (SAT). Children (n = 135) with accelerated EAA had higher PHV (β 0.018, p = 0.0008) although the effect size was small. The association between EAA and age at PHV was not significant (β  - 0.0022, p = 0.067). Although EAA was associated with higher BMI (β 0.16, p = 0.0041), VAT (β 0.50, p = 0.037), and SAT (β 3.47, p = 0.0076), BMI and VAT did not mediate associations between EAA and PHV, while SAT explained 8.4% of the association. Boys with higher EAA had lower total testosterone (β  - 12.03, p = 0.0014), but associations between EAA and other sex steroids were not significant, and EAA was not associated with sex steroid levels in girls. We conclude that EAA did not have strong associations with either age at onset of puberty or pubertal growth speed, although associations with growth speed were statistically significant. Studies with larger sample sizes are needed to confirm this pattern of associations.© 2024. The Author(s).",1
38199042,"Comprehensive evaluation of smoking exposures and their interactions on DNA methylation.","EBioMedicine","Smoking impacts DNA methylation, but data are lacking on smoking-related differential methylation by sex or dietary intake, recent smoking cessation (<1 year), persistence of differential methylation from in utero smoking exposure, and effects of environmental tobacco smoke (ETS).We meta-analysed data from up to 15,014 adults across 5 cohorts with DNA methylation measured in blood using Illumina's EPIC array for current smoking (2560 exposed), quit < 1 year (500 exposed), in utero (286 exposed), and ETS exposure (676 exposed). We also evaluated the interaction of current smoking with sex or diet (fibre, folate, and vitamin C).Using false discovery rate (FDR < 0.05), 65,857 CpGs were differentially methylated in relation to current smoking, 4025 with recent quitting, 594 with in utero exposure, and 6 with ETS. Most current smoking CpGs attenuated within a year of quitting. CpGs related to in utero exposure in adults were enriched for those previously observed in newborns. Differential methylation by current smoking at 4-71 CpGs may be modified by sex or dietary intake. Nearly half (35-50%) of differentially methylated CpGs on the 450 K array were associated with blood gene expression. Current smoking and in utero smoking CpGs implicated 3049 and 1067 druggable targets, including chemotherapy drugs.Many smoking-related methylation sites were identified with Illumina's EPIC array. Most signals revert to levels observed in never smokers within a year of cessation. Many in utero smoking CpGs persist into adulthood. Smoking-related druggable targets may provide insights into cancer treatment response and shared mechanisms across smoking-related diseases.Intramural Research Program of the National Institutes of Health, Norwegian Ministry of Health and Care Services and the Ministry of Education and Research, Chief Scientist Office of the Scottish Government Health Directorates and the Scottish Funding Council, Medical Research Council UK and the Wellcome Trust.Copyright © 2024 The Authors. Published by Elsevier B.V. All rights reserved.",1
38172913,NA,NA,"Serotonin (5-hydroxytryptamine, 5-HT) signaling is involved in neurodevelopment, mood regulation, energy metabolism, and other physiological processes. DNA methylation plays a significant role in modulating the expression of genes responsible for maintaining 5-HT balance, such as 5-HT transporter (SLC6A4), monoamine oxidase A (MAOA), and 5-HT receptor type 2A (HTR2A). Maternal metabolic health can influence long-term outcomes in offspring, with DNA methylation mediating these effects. We investigated associations between maternal metabolic parameters-pre-pregnancy body mass index (pBMI), gestational weight gain (GWG), and glucose tolerance status (GTS), i.e., gestational diabetes mellitus (GDM) versus normal glucose tolerance (NGT)-and cord blood methylation of SLC6A4, MAOA, and HTR2A in participants from our PlaNS birth cohort. CpG sites (15, 9, and 2 in each gene, respectively) were selected based on literature and in silico data. Methylation levels were quantified by bisulfite pyrosequencing. We also examined the stability of methylation patterns in these genes in circulating blood cells from birth to adolescence using longitudinal DNA methylation data from the ARIES database.None of the 203 PlaNS mothers included in this study had preexisting diabetes, 99 were diagnosed with GDM, and 104 had NGT; all neonates were born at full term by planned Cesarean section. Methylation at most CpG sites differed between male and female newborns. SLC6A4 methylation correlated inversely with maternal pBMI and GWG, while methylation at HTR2A site -1665 correlated positively with GWG. None of the maternal metabolic parameters statistically associated with MAOA methylation. DNA methylation data in cord blood and peripheral blood at ages 7 and 15 years were available for 808 participants from the ARIES database; 4 CpG sites (2 in SLC6A4 and 2 in HTR2A) overlapped between the PlaNS and ARIES cohorts. A positive correlation between methylation levels in cord blood and peripheral blood at 7 and 15 years of age was observed for both SLC6A4 and HTR2A CpG sites.Methylation of 5-HT regulating genes in cord blood cells is influenced by neonatal sex, with maternal metabolism playing an additional role. Inter-individual variations present in circulating blood cells at birth are still pronounced in childhood and adolescence.© 2023. The Author(s).",1
38168159,"Epigenetic aging & embodying injustice: US My Body My Story and Multi-Ethnic Atherosclerosis Study.","medRxiv","Epigenetic accelerated aging is associated with exposure to social and economic adversity and may increase risk of premature morbidity and mortality. However, no studies have included measures of structural racism and few have compared estimates within or across the 1stand 2ndgeneration of epigenetic clocks (the latter additionally trained on phenotypic data).To determine if accelerated epigenetic aging is associated with exposures to diverse measures of racialized, economic, and environmental injustice measured at different levels and time periods.Cross-sectionalMy Body My Story Study(MBMS; US, 2008-2010) and Exam 5Multi-Ethnic Atherosclerosis Study(MESA; US, 2010-2012). MBMS DNA extraction: 2021; linkage of structural measures to MBMS and MESA: 2022.MBMS recruited a random sample of US-born Black non-Hispanic (BNH) and white non-Hispanic (WNH) participants from 4 community health centers in Boston, MA. The MESA Exam 5 epigenetic component included 975 randomly selected US-born BNH, WNH, and Hispanic participants from four field sites: Baltimore, MD; Forsyth County, NC; New York City, NY; St. Paul, MN.US-born persons (MBMS: 224 BNH, 69 WNH; MESA: 229 BNH, 555 WNH, 191 Hispanic).10 epigenetic clocks (six 1stgeneration; four 2ndgeneration), computed using DNA methylation data (DNAm) from blood spots (MBMS; N = 293) and purified monocytes (MESA; N = 975).Among Black non-Hispanic MBMS participants, epigenetic age acceleration was associated with being born in a Jim Crow state by 0.14 standard deviations (95% confidence interval [CI] 0.00, 0.27) and with birth state conservatism (0.06, 95% CI 0.00, 0.05), pooling across all clocks, as was low parental education for both Black non-Hispanic and white non-Hispanic MBMS participants (respectively: 0.24, 95% CI 0.08, 0.39, and 0.27, 95% CI 0.03, 0.51. Adult impoverishment was positively associated with the pooled 2ndgeneration clocks among the MESA participants (Black non-Hispanic: 0.06, 95% CI 0.01, 0.12; white non-Hispanic: 0.05, 95% CI 0.01, 0.08; Hispanic: 0.07, 95% CI 0.01, 0.14).Epigenetic accelerated aging may be one of the biological mechanisms linking exposure to racialized and economic injustice to well-documented inequities in premature morbidity and mortality.",1
38378488,"Prenatal phthalate exposure and neurodevelopmental differences in twins at 2 years of age.","BMC Public Health","Previous studies of singletons evaluating prenatal phthalate exposure and early neurodevelopment reported mixed results and the associations could be biased by parental, obstetrical, and genetic factors.A co-twin control design was employed to test whether prenatal phthalate exposure was associated with children's neurocognitive development. We collected information from 97 mother-twin pairs enrolled in the Wuhan Twin Birth Cohort between March 2016 and October 2018. Fourteen phthalate metabolites were measured in maternal urine collected at each trimester. Neurodevelopmental differences in twins at the age of two were examined as the outcome of interest. Multiple informant model was used to examine the covariate-adjusted associations of prenatal phthalate exposure with mental development index (MDI) and psychomotor development index (PDI) scores assessed at 2 years of age based on Bayley Scales of Infant Development (Second Edition). This model also helps to identify the exposure window of susceptibility.Maternal urinary levels of mono-2-ethyl-5-oxohexyl phthalate (MEOHP) (β = 1.91, 95% CI: 0.43, 3.39), mono (2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) (β = 1.56, 95% CI: 0.33, 2.79), and the sum of di-(2-ethylhexyl) phthalate metabolites (∑DEHP) (β = 1.85, 95% CI: 0.39, 3.31) during the first trimester showed the strongest and significant positive associations with intra-twin MDI difference. When stratified with twin chorionicity, the positive associations of monoethyl phthalate (MEP), monoisobutyl phthalate (MiBP), mono-n-butyl phthalate (MBP), monobenzyl phthalate (MBzP), individual DEHP metabolites, and ∑DEHP exposure during pregnancy with intra-twin neurodevelopmental differences were more significant in monochorionic diamniotic (MCDA) twins than those in dichorionic diamniotic (DCDA) twins.Neurodevelopmental differences in MCDA twins were strongly associated with prenatal phthalate exposure. Our findings warrant further confirmation in longitudinal studies with larger sample sizes.© 2024. The Author(s).",1
38317694,"Prenatal Metal Exposures and Child Social Responsiveness Scale Scores in 2 Prospective Studies.","Environ Health Insights","Prenatal exposure to metals is hypothesized to be associated with child autism. We aim to investigate the joint and individual effects of prenatal exposure to urine metals including lead (Pb), mercury (Hg), manganese (Mn), and selenium (Se) on child Social Responsiveness Scale (SRS) scores.We used data from 2 cohorts enriched for likelihood of autism spectrum disorder (ASD): Early Autism Risk Longitudinal Investigation (EARLI) and the Markers of Autism Risk in Babies-Learning Early Signs (MARBLES) studies. Metal concentrations were measured in urine collected during pregnancy. We used Bayesian Kernel Machine Regression and linear regression models to investigate both joint and independent associations of metals with SRS Z-scores in each cohort. We adjusted for maternal age at delivery, interpregnancy interval, maternal education, child race/ethnicity, child sex, and/or study site.The final analytic sample consisted of 251 mother-child pairs. When Pb, Hg, Se, and Mn were at their 75th percentiles, there was a 0.03 increase (95% credible interval [CI]: -0.11, 0.17) in EARLI and 0.07 decrease (95% CI: -0.29, 0.15) in MARBLES in childhood SRS Z-scores, compared to when all 4 metals were at their 50th percentiles. In both cohorts, increasing concentrations of Pb were associated with increasing values of SRS Z-scores, fixing the other metals to their 50th percentiles. However, all the 95% credible intervals contained the null.There were no clear monotonic associations between the overall prenatal metal mixture in pregnancy and childhood SRS Z-scores at 36 months. There were also no clear associations between individual metals within this mixture and childhood SRS Z-scores at 36 months. The overall effects of the metal mixture and the individual effects of each metal within this mixture on offspring SRS Z-scores might be heterogeneous across child sex and cohort. Further studies with larger sample sizes are warranted.© The Author(s) 2024.",1
