"","pmid","title","source","abstract"
"1137",37697055,NA,NA,"Although multiple pancreatic islet single-cell RNA-sequencing (scRNA-seq) datasets have been generated, a consensus on pancreatic cell states in development, homeostasis and diabetes as well as the value of preclinical animal models is missing. Here, we present an scRNA-seq cross-condition mouse islet atlas (MIA), a curated resource for interactive exploration and computational querying. We integrate over 300,000 cells from nine scRNA-seq datasets consisting of 56 samples, varying in age, sex and diabetes models, including an autoimmune type 1 diabetes model (NOD), a glucotoxicity/lipotoxicity type 2 diabetes model (db/db) and a chemical streptozotocin β-cell ablation model. The β-cell landscape of MIA reveals new cell states during disease progression and cross-publication differences between previously suggested marker genes. We show that β-cells in the streptozotocin model transcriptionally correlate with those in human type 2 diabetes and mouse db/db models, but are less similar to human type 1 diabetes and mouse NOD β-cells. We also report pathways that are shared between β-cells in immature, aged and diabetes models. MIA enables a comprehensive analysis of β-cell responses to different stressors, providing a roadmap for the understanding of β-cell plasticity, compensation and demise.© 2023. The Author(s)."
"1138",37865044,"Clinical consequences of a genetic predisposition toward higher benign prostate-specific antigen levels.","EBioMedicine","Prostate-specific antigen (PSA) levels are influenced by genetic variation unrelated to prostate cancer risk. Whether a genetic predisposition to a higher PSA level predisposes to a diagnostic work-up for prostate cancer is not known.Participants were 3110 men of African and European ancestries ages 45-70, without prostate cancer and with a baseline PSA < 4 ng/mL, undergoing routine clinical PSA screening. The exposure was a polygenic score (PGS) comprising 111 single nucleotide polymorphisms associated with PSA level, but not prostate cancer. We tested whether the PGS was associated with a: 1) PSA value > 4 ng/mL, 2) International Classification of Diseases (ICD) code for an elevated PSA, 3) encounter with a urologist, or 4) prostate biopsy. Multivariable Cox proportional hazards models were adjusted for age and genetic principal components. Analyses were stratified by age (45-59 years, and 60-70 years old). Association estimates are per standard deviation change in the PGS.The median age was 56.6 years, and 2118 (68%) participants were 45-59 years. The median (IQR) baseline PSA level was 1.0 (0.6-1.7) ng/mL. Among men ages 45-59, the PGS was associated with a PSA > 4 (hazard ratio [HR] = 1.35 [95% CI, 1.17-1.57], p = 4.5 × 10-5), an ICD code for elevated PSA (HR = 1.30 [1.12-1.52], p = 8.0 × 10-4), a urological evaluation (HR = 1.34 [1.14-1.57], p = 4.8 × 10-4), and undergoing a prostate biopsy (HR = 1.35 [1.11-1.64], p = 0.002). Among men ages 60-70, association effect sizes were smaller and not significant.A predisposition toward higher PSA levels was associated with clinical evaluations of an elevated PSA among men ages 45-59 years.National Institutes of Health (NIH).Copyright © 2023 The Author(s). Published by Elsevier B.V. All rights reserved."
"1139",37724837,"Establishing an Efficient Electroporation-Based Method to Manipulate Target Gene Expression in the Axolotl Brain.","Cell Transplant","The tetrapod salamander species axolotl (Ambystoma mexicanum) is capable of regenerating injured brain. For better understanding the mechanisms of brain regeneration, it is very necessary to establish a rapid and efficient gain-of-function and loss-of-function approaches to study gene function in the axolotl brain. Here, we establish and optimize an electroporation-based method to overexpress or knockout/knockdown target gene in ependymal glial cells (EGCs) in the axolotl telencephalon. By orientating the electrodes, we were able to achieve specific expression of EGFP in EGCs located in dorsal, ventral, medial, or lateral ventricular zones. We then studied the role ofCdc42in brain regeneration by introducingCdc42into EGCs through electroporation, followed by brain injury. Our findings showed that overexpression ofCdc42in EGCs did not significantly affect EGC proliferation and production of newly born neurons, but it disrupted their apical polarity, as indicated by the loss of the ZO-1 tight junction marker. This disruption led to a ventricular accumulation of newly born neurons, which are failed to migrate into the neuronal layer where they could mature, thus resulted in a delayed brain regeneration phenotype. Furthermore, when electroporating CAS9-gRNA protein complexes againstTnC(Tenascin-C) into EGCs of the brain, we achieved an efficient knockdown ofTnC. In the electroporation-targeted area,TnCexpression is dramatically reduced at both mRNA and protein levels. Overall, this study established a rapid and efficient electroporation-based gene manipulation approach allowing for investigation of gene function in the process of axolotl brain regeneration."
"1140",37840663,"Advances in the two-dimensional layer materials for cancer diagnosis and treatment: unique advantages beyond the microsphere.","Front Bioeng Biotechnol","In recent years, two-dimensional (2D) layer materials have shown great potential in the field of cancer diagnosis and treatment due to their unique structural, electronic, and chemical properties. These non-spherical materials have attracted increasing attention around the world because of its widely used biological characteristics. The application of 2D layer materials like lamellar graphene, transition metal dichalcogenides (TMDs), and black phosphorus (BPs) and so on have been developed for CT/MRI imaging, serum biosensing, drug targeting delivery, photothermal therapy, and photodynamic therapy. These unique applications for tumor are due to the multi-variable synthesis of 2D materials and the structural characteristics of good ductility different from microsphere. Based on the above considerations, the application of 2D materials in cancer is mainly carried out in the following three aspects: 1) In terms of accurate and rapid screening of tumor patients, we will focus on the enrichment of serum markers and sensitive signal transformation of 2D materials; 2) The progress of 2D nanomaterials in tumor MRI and CT imaging was described by comparing the performance of traditional contrast agents; 3) In the most important aspect, we will focus on the progress of 2D materials in the field of precision drug delivery and collaborative therapy, such as photothermal ablation, sonodynamic therapy, chemokinetic therapy, etc. In summary, this review provides a comprehensive overview of the advances in the application of 2D layer materials for tumor diagnosis and treatment, and emphasizes the performance difference between 2D materials and other types of nanoparticles (mainly spherical). With further research and development, these multifunctional layer materials hold great promise in the prospects, and challenges of 2D materials development are discussed.Copyright © 2023 Zhang, Yang, Wu and Zhang."
"1141",37786649,NA,NA,"Background:Tongue tumors show intra and inter-tumoral heterogenicity with high incidence, relapse and mortality rates necessitating further research.  Recurrence/metastasis that occurs  after surgical resection of primary cancer is often the reason for poor survival in these patients.  Lymph nodes are the most common site of metastasis in tongue tumors. Therefore, premetastatic molecular changes can be best evaluated in lymph nodes which may epitomize the earliest events in the metastasis cascades. The presence of circulating tumor cells(CTCs) in the absence of nodal disease (N0) may represent tumor aggressiveness, suggesting an immune escape which may have high metastatic potential. This trial  was developed  to investigate the earliest pre-metastatic changes which may regulate tumor dormancy and predict metastasis. A better understanding of organotropism or pre-metastatic changes can help in theragnostic, thereby  preventing the outbreak of overt metastasis. Methods:A single-institutional prospective observational cohort study. This trial will be conducted at a tertiary care Centre (Amrita Institute of Medical Sciences Kochi).  Eligible patients will be enrolled after obtaining informed consent. The dissected lymph nodes will  be subjected to histopathological and immunohistochemical analyses for premetastatic niche (PMN) formation. In addition, circulating tumor cells will be evaluated before treatment and 6 months after treatment. The patients will be followed  up for a period of two years to correlate the findings with the recurrence-free survival.Expected results: The pre-metastatic changes, if detected will  be  a predictive biomarker. It may help to define future drug targets for metastasis chemoprevention   . CTCs may  define the tumor aggressiveness ,there by  prognostication  and helps in better disease management.Ethics and dissemination:The study has received the following approval: Ethics Committee of Amrita School of Medicine (ECASM-AIMS-2022-048).Trial Registered Prospectively( CTRI/2022/03/041256 ) on 22/03/2022 under Clinical Trial Registry of India.Copyright: © 2023 Geetha R et al."
"1142",37867599,"Identifying potential DNA methylation markers for the detection of esophageal cancer in plasma.","Front Genet","Background:Esophageal cancer (EC) is a leading cause of cancer-related deaths in China, with the 5-year survival rate reaching less than 30%, because most cases were diagnosed and treated at the advanced stage. However, there is still a lack of low-cost, efficient, and accurate non-invasive methods for the early detection of EC at present.Methods:A total of 48 EC plasma and 101 control plasma samples were collected in a training cohort from 1 January 2021 to 31 December 2021, and seven cancer-related DNA methylation markers (ELMO1,ZNF582,FAM19A4,PAX1,C13orf18,JAM3andTERT) were tested in these samples to select potential markers. In total, 20 EC, 10 gastric cancer (GC), 10 colorectal cancer (CRC), and 20 control plasma samples were collected in a validation cohort to evaluate the two-gene panel.Results:ZNF582,FAM19A4,JAM3, orTERTmethylation in plasma was shown to significantly distinguish EC and control subjects (p< 0.05), and the combination ofZNF582andFAM19A4methylation was the two-gene panel that exhibited the best performance for the detection of EC with 60.4% sensitivity (95% CI: 45.3%-73.9%) and 83.2% specificity (95% CI: 74.1%-89.6%) in the training cohort. The performance of this two-gene panel showed no significant difference between different age and gender groups. When the two-gene panel was combined with CEA, the sensitivity for EC detection was further improved to 71.1%. In the validation cohort, the sensitivity of the two-gene panel for detecting EC, GC, and CRC was 60.0%, 30.0%, and 30.0%, respectively, with a specificity of 90.0%.Conclusion:The identified methylation marker panel provided a potential non-invasive strategy for EC detection, but further validation should be performed in more clinical centers.Copyright © 2023 Pei, Zhao, Geng, Wang, Wang, Wang, Xiong and Zheng."
"1143",37763318,NA,NA,"Lung cancer (LC) is the deadliest malignancy worldwide. In an operable stage I-III patient setting, the detection of minimal residual disease (MRD) after curative treatment could identify patients at higher risk of relapse. In this context, the study of circulating tumor DNA (ctDNA) is emerging as a useful tool to identify patients who could benefit from an adjuvant treatment, and patients who could avoid adverse events related to a more aggressive clinical management. On the other hand, ctDNA profiling presents technical, biological and standardization challenges before entering clinical practice as a decisional tool. In this paper, we review the latest advances regarding the role of ctDNA in identifying MRD and in predicting patients' prognosis, with a particular focus on clinical trials investigating the potential of ctDNA, the technical challenges to address and the biological parameters that influence the MRD detection."
"1144",37873263,"Deep Mutational Scanning in Rare Disease-related Genes with Saturation Mutagenesis-Reinforced Functional Assays (SMuRF).","bioRxiv","Interpretation of disease-causing genetic variants remains a challenge in the field of human genetics and rare disease. Current costs and complexity of performing deep mutational scanning for charting variant effects hampers crowd-sourcing approaches toward genome-wide resolution of variants in all disease-related genes. Our framework, Saturation Mutagenesis-Reinforced Functional assays (SMuRF), addresses these issues by modularizing DMS components, offering simple and cost-effective saturation mutagenesis, as well as streamlining functional assays to enhance interpretation of unresolved variants. Applying SMuRF to neuromuscular disease genesFKRPandLARGE1, we have generated functional scores for over 99.8% of all possible coding single nucleotide variants (SNVs), providing an additional line of evidence for clinical variant interpretation in dystroglycanopathies. Data generated from SMuRF enables severity prediction, resolve critical protein structural regions susceptible to missense disruptions, and provide training datasets for development of computational predictors. In summary, our approach provides a framework for enabling variant-to-function insights for disease genes in a manner that is accessible for crowd-sourcing implementation across standard research laboratories."
"1145",37812589,"Constructing and interpreting a large-scale variant effect map for an ultrarare disease gene: Comprehensive prediction of the functional impact of PSAT1 genotypes.","PLoS Genet","Reduced activity of the enzymes encoded by PHGDH, PSAT1, and PSPH causes a set of ultrarare, autosomal recessive diseases known as serine biosynthesis defects. These diseases present in a broad phenotypic spectrum: at the severe end is Neu-Laxova syndrome, in the intermediate range are infantile serine biosynthesis defects with severe neurological manifestations and growth deficiency, and at the mild end is childhood disease with intellectual disability. However, L-serine supplementation, especially if started early, can ameliorate and in some cases even prevent symptoms. Therefore, knowledge of pathogenic variants can improve clinical outcomes. Here, we use a yeast-based assay to individually measure the functional impact of 1,914 SNV-accessible amino acid substitutions in PSAT. Results of our assay agree well with clinical interpretations and protein structure-function relationships, supporting the inclusion of our data as functional evidence as part of the ACMG variant interpretation guidelines. We use existing ClinVar variants, disease alleles reported in the literature and variants present as homozygotes in the primAD database to define assay ranges that could aid clinical variant interpretation for up to 98% of the tested variants. In addition to measuring the functional impact of individual variants in yeast haploid cells, we also assay pairwise combinations of PSAT1 alleles that recapitulate human genotypes, including compound heterozygotes, in yeast diploids. Results from our diploid assay successfully distinguish the genotypes of affected individuals from those of healthy carriers and agree well with disease severity. Finally, we present a linear model that uses individual allele measurements to predict the biallelic function of ~1.8 million allele combinations corresponding to potential human genotypes. Taken together, our work provides an example of how large-scale functional assays in model systems can be powerfully applied to the study of ultrarare diseases.Copyright: © 2023 Xie et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
"1146",37754778,"Whole-Genome Sequencing Can Identify Clinically Relevant Variants from a Single Sub-Punch of a Dried Blood Spot Specimen.","Int J Neonatal Screen","The collection of dried blood spots (DBS) facilitates newborn screening for a variety of rare, but very serious conditions in healthcare systems around the world. Sub-punches of varying sizes (1.5-6 mm) can be taken from DBS specimens to use as inputs for a range of biochemical assays. Advances in DNA sequencing workflows allow whole-genome sequencing (WGS) libraries to be generated directly from inputs such as peripheral blood, saliva, and DBS. We compared WGS metrics obtained from libraries generated directly from DBS to those generated from DNA extracted from peripheral blood, the standard input for this type of assay. We explored the flexibility of DBS as an input for WGS by altering the punch number and size as inputs to the assay. We showed that WGS libraries can be successfully generated from a variety of DBS inputs, including a single 3 mm or 6 mm diameter punch, with equivalent data quality observed across a number of key metrics of importance in the detection of gene variants. We observed no difference in the performance of DBS and peripheral-blood-extracted DNA in the detection of likely pathogenic gene variants in samples taken from individuals with cystic fibrosis or phenylketonuria. WGS can be performed directly from DBS and is a powerful method for the rapid discovery of clinically relevant, disease-causing gene variants."
"1147",37884563,NA,NA,"Bladder cancer is a global health issue with sex differences in incidence and prognosis. Bladder cancer has distinct molecular subtypes with multiple pathogenic pathways depending on whether the disease is non-muscle invasive or muscle invasive. The mutational burden is higher in muscle-invasive than in non-muscle-invasive disease. Commonly mutated genes include TERT, FGFR3, TP53, PIK3CA, STAG2 and genes involved in chromatin modification. Subtyping of both forms of bladder cancer is likely to change considerably with the advent of single-cell analysis methods. Early detection signifies a better disease prognosis; thus, minimally invasive diagnostic options are needed to improve patient outcomes. Urine-based tests are available for disease diagnosis and surveillance, and analysis of blood-based cell-free DNA is a promising tool for the detection of minimal residual disease and metastatic relapse. Transurethral resection is the cornerstone treatment for non-muscle-invasive bladder cancer and intravesical therapy can further improve oncological outcomes. For muscle-invasive bladder cancer, radical cystectomy with neoadjuvant chemotherapy is the standard of care with evidence supporting trimodality therapy. Immune-checkpoint inhibitors have demonstrated benefit in non-muscle-invasive, muscle-invasive and metastatic bladder cancer. Effective management requires a multidisciplinary approach that considers patient characteristics and molecular disease characteristics.© 2023. Springer Nature Limited."
"1148",37727793,"The bladder cancer immune micro-environment in the context of response to immune checkpoint inhibition.","Front Immunol","Treatment with neoadjuvant cisplatin-based chemotherapy followed by radical cystectomy is the default treatment for muscle-invasive bladder cancer (BC). However, with the encouraging results of immune checkpoint inhibitiors (ICI) directed against PD-1/PD-L1 and CTLA-4 in recent years, the treatment landscape of BC is rapidly changing. In addition, it is becoming clear that the effect of ICI is highly dependent on the interaction between tumor cells and the tumor immune micro-environment (TIME). Different immune cells are involved in an anti-tumor response in BC. Cytotoxic CD8+T-cells are the main effector cells, aided by other immune cells including other T-cells, B-cells and pro-inflammatory macrophages. As part of the ongoing anti-tumor immune response, lymphocytes aggregate in clusters called tertiary lymphoid structures (TLS). Tumor mutational burden (TMB) and infiltration of immune cells into the tumor are both important factors for establishing an anti-tumor immune response. In contrast, transforming growth factor beta (TGF-β) signaling in cancer-associated fibroblasts (CAFs) prevents infiltration of lymphocytes and potentially has an immunosuppressive effect. In conclusion, the effect of ICI seems to be reliant on a combination of tumor-intrinsic and TIME-related parameters. More research is needed to fully understand the underlying biological mechanisms to further improve patient care.Copyright © 2023 van Dorp and van der Heijden."
"1149",37679889,"The Y of cancer sex differences.","Clin Transl Med",NA
"1150",37903969,"Local and systemic mechanisms that control the hair follicle stem cell niche.","Nat Rev Mol Cell Biol","Hair follicles are essential appendages of the mammalian skin, as hair performs vital functions of protection, thermoregulation and sensation. Hair follicles harbour exceptional regenerative abilities as they contain multiple somatic stem cell populations such as hair follicle stem cells (HFSCs) and melanocyte stem cells. Surrounding the stem cells and their progeny, diverse groups of cells and extracellular matrix proteins are organized to form a microenvironment (called 'niche') that serves to promote and maintain the optimal functioning of these stem cell populations. Recent studies have shed light on the intricate nature of the HFSC niche and its crucial role in regulating hair follicle regeneration. In this Review, we describe how the niche serves as a signalling hub, communicating, deciphering and integrating both local signals within the skin and systemic inputs from the body and environment to modulate HFSC activity. We delve into the recent advancements in identifying the cellular and molecular nature of the niche, providing a holistic perspective on its essential functions in hair follicle morphogenesis, regeneration and ageing.© 2023. Springer Nature Limited."
"1151",37685992,NA,NA,"Immunological aging type definition requires establishing reference intervals from the distribution of immunosenescence biomarkers conditional on age. For 1605 individuals (18-97 years), we determined the comprehensive immune age index IMMAX from flow-cytometry-based blood cell sub-populations and identified age-specific centiles by fitting generalized additive models for location, scale, and shape. The centiles were uncorrelated with age and facilitated the categorization of individuals as immunologically slow or fast aging types. Using its 50th percentile as a reference, we rescaled the IMMAX to equivalent years of life (EYOL) and computed the immunological age gap as the difference between EYOL and chronological age. Applied to preliminary baseline and follow-up measurements from 53 participants of the Dortmund Vital Study (Clinical-Trials.gov Identifier: NCT05155397), the averaged changes in the IMMAX and EYOL conformed to the 5-year follow-up period, whereas no significant changes occurred concerning IMMAX centiles and age gap. This suggested that the participants immunologically adapted to aging and kept their relative positions within the cohort. Sex was non-significant. Methodical comparisons indicated that future confirmatory analyses with the completed follow-up examinations could rely on percentile curves estimated by simple linear quantile regression, while the selection of the immunosenescence biomarker will greatly influence the outcome, with IMMAX representing the preferable choice."
"1152",37834355,"New Advances in Gastroenterology: The Crucial Role of Molecular Medicine.","Int J Mol Sci","The significant progress we have recently observed in the field of gastroenterology, both in the understanding of pathophysiological mechanisms and in the diagnosis and treatment of diseases, is closely related to the improvement and discovery of new biomolecular techniques [...]."
"1153",37836571,"Relevance of Serum Levels and Functional Genetic Variants in Vitamin D Receptor Gene among Saudi Women with Gestational Diabetes Mellitus.","Nutrients","Background: This study explored the association between ApaI-TaqI Single Nucleotide Polymorphisms (SNPs) in a Vitamin D receptor (VDR) and the risk of Gestational Diabetes Mellitus (GDM) in Saudi women, along with the serum levels of vitamin D.Methods: Ninety women with GDM and 90 non-GDM women were enrolled, based on the inclusion and exclusion criteria for pregnant women enrolled in a single-center study. Blood samples were retrieved from 180 pregnant women using ethylenediaminetetraacetic acid (EDTA) tubes. Serum samples were used to measure the vitamin D, 25-hydroxyvitamin D (25(OH)D or calcidiol), and lipid profiles. Blood was used to measure the hemoglobin A1c levels and to isolate the DNA. The polymerase chain reaction (PCR) was performed for the ApaI (rs79785232), BsmI (rs1544410), FokI (rs2228570), and TaqI (rs731236) SNPs in theVDRgene using restriction fragment length polymorphism analysis. Validation was performed using Sanger sequencing. Statistical analyses were performed between the patients with and without GDM using various statistical software packages.Results: The Hardy-Weinberg equilibrium analysis was statistically significant (p> 0.05). The ApaI, BsmI, and TaqI SNPs were associated with alleles, genotypes, and different genetic models (p< 0.05). Vitamin D levels were associated with deficient levels (p= 0.0002), as well as with a normal and overweight body mass index (p= 0.0004). When vitamin D levels were measured with GDM covariates, the fasting plasma glucose (FPG) (p= 0.0001), postprandial blood glucose (PPBG) (p< 0.0001), oral glucose tolerance test (OGTT)-1 h (p= 0.005), high-density lipoprotein (p= 0.022), and low-density lipoprotein cholesterol (LDLc) (p= 0.001) levels were significantly different. When similar vitamin D levels were measured for each genotype, we confirmed that the ApaI SNP was associated with sufficient levels (p< 0.0001), whereas the BsmI, FokI, and TaqI (p< 0.05) were associated with insufficient levels. The logistic regression model confirmed that the first hour of the OGTT (p= 0.005) was strongly associated with GDM, whereas the analysis of variance confirmed that FPG and PPBG (p< 0.05) were strongly associated with all the SNPs evaluated in theVDRgene. Additionally, the second hour of the OGTT (p= 0.048) and LDLc (p= 0.049) were associated with the ApaI and FokI SNP. Moreover, the first hour OGTT (p= 0.045) and lipid profile parameters (p< 0.05) were associated. Haplotype analysis revealed positive associations among the examined SNPs, which seemed compatible with the hypothesis that variants and combinations of multiple SNP genotypes enhance the risk of GDM in women. Haplotype analysis revealed that different combinations of alleles, such as AGCC, CATT, CGTC, AGTC, and CATT (p< 0.05), were strongly associated. The linkage disequilibrium (LD) analysis showed a strong association with all combinations (p< 0.05). Among the gene-gene interactions, all possible combinations showed a positive association (p< 0.05).Conclusions: Low vitamin D levels were observed in women with GDM. The ApaI, BsmI, and TaqI SNPs were associated with genotype and allele frequencies (p< 0.05). Vitamin D and the SNPs in theVDRgene were associated, according to the ANOVA, logistic regression, haplotype analysis, LD analysis, and the generalized multifactor dimensionality reduction model (p< 0.05)."
"1154",37764741,"The Epigenetic Legacy of Maternal Protein Restriction: Renal Ptger1 DNA Methylation Changes in Hypertensive Rat Offspring.","Nutrients","Nutrient imbalances during gestation are a risk factor for hypertension in offspring. Although the effects of prenatal nutritional deficiency on the development of hypertension and cardiovascular diseases in adulthood have been extensively documented, its underlying mechanisms remain poorly understood. In this study, we aimed to elucidate the precise role and functional significance of epigenetic modifications in the pathogenesis of hypertension. To this end, we integrated methylome and transcriptome data to identify potential salt-sensitive hypertension genes using the kidneys of stroke-prone spontaneously hypertensive rat (SHRSP) pups exposed to a low-protein diet throughout their fetal life. Maternal protein restriction during gestation led to a positive correlation between DNA hypermethylation of the renal prostaglandin E receptor 1 (Ptger1) CpG island and high mRNA expression ofPtger1in offspring, which is consistently conserved. Furthermore, post-weaning low-protein or high-protein diets modified thePtger1DNA hypermethylation caused by fetal malnutrition. Here, we show that this epigenetic variation inPtger1is linked to disease susceptibility established during fetal stages and could be reprogrammed by manipulating the postnatal diet. Thus, our findings clarify the developmental origins connecting the maternal nutritional environment and potential epigenetic biomarkers for offspring hypertension. These findings shed light on hypertension prevention and prospective therapeutic strategies."
"1155",37813992,"A Mendelian randomization-based approach to explore the relationship between leukocyte counts and breast cancer risk in European ethnic groups.","Sci Rep","Exploring the potential association between peripheral blood leukocyte counts and breast cancer risk by Mendelian randomization (MR) analysis methods. Genetic data related to peripheral blood sorting counts of leukocytes were collected from a genome-wide association study by Blood Cell Consortium (BCX). Single nucleotide polymorphic loci predicting peripheral blood sorting counts of these leukocytes were selected as instrumental variables according to the correlation assumption, independence assumption and exclusivity assumption of MR. The data on breast cancer and its subtypes were obtained from Breast Cancer Association Consortium (BCAC) and FinnGen Consortium. In this study, the Inverse-Variance Weighted (IVW), Weighted Median, MR-Egger, Maximum Likelihood (ML), MR-PRESSO and Constrained Maximum Likelihood and Model Averaging (cML-MA) methods of random effects models were used for MR analysis. Cochran's Q analysis, and MR-Egger intercept analysis were applied for sensitivity analysis. IVW and cML-MA were considered the primary analytical tools, and the results of the other 4 MRs were used as complementary and validation. The results suggest that there is no significant causal relationship between leukocyte count and breast cancer risk (IVW OR = 0.98 [95% CI: 0.93-1.03], p-value = 0.35; CML-MA OR = 1.01 [95% CI: 0.98-1.05], p-value = 0.51). In addition, we analyzed whether there was a potential correlation between the five main types of categorized leukocyte counts and different breast cancer subtypes. We did not find significant evidence to support a significant correlation between leukocyte counts and breast cancer subtypes.© 2023. Springer Nature Limited."
"1156",37794016,NA,NA,"Atopic dermatitis (AD) is a common inflammatory skin condition and prior genome-wide association studies (GWAS) have identified 71 associated loci. In the current study we conducted the largest AD GWAS to date (discovery N = 1,086,394, replication N = 3,604,027), combining previously reported cohorts with additional available data. We identified 81 loci (29 novel) in the European-only analysis (which all replicated in a separate European analysis) and 10 additional loci in the multi-ancestry analysis (3 novel). Eight variants from the multi-ancestry analysis replicated in at least one of the populations tested (European, Latino or African), while two may be specific to individuals of Japanese ancestry. AD loci showed enrichment for DNAse I hypersensitivity and eQTL associations in blood. At each locus we prioritised candidate genes by integrating multi-omic data. The implicated genes are predominantly in immune pathways of relevance to atopic inflammation and some offer drug repurposing opportunities.© 2023. Springer Nature Limited."
"1157",37887321,"Tuft Cells: Detectors, Amplifiers, Effectors and Targets in Parasite Infection.","Cells","Tuft cells have recently emerged as the focus of intense interest following the discovery of their chemosensory role in the intestinal tract, and their ability to activate Type 2 immune responses to helminth parasites. Moreover, they populate a wide range of mucosal tissues and are intimately connected to immune and neuronal cells, either directly or through the release of pharmacologically active mediators. They are now recognised to fulfil both homeostatic roles, in metabolism and tissue integrity, as well as acting as the first sensors of parasite infection, immunity to which is lost in their absence. In this review we focus primarily on the importance of tuft cells in the intestinal niche, but also link to their more generalised physiological role and discuss their potential as targets for the treatment of gastrointestinal disorders."
"1158",37679547,"MaxFuse enables data integration across weakly linked spatial and single-cell modalities.","Nat Biotechnol",NA
"1159",37862025,"Release of Cell-Free Tumor DNA in the Plasma of Uveal Melanoma Patients Under Radiotherapy.","Invest Ophthalmol Vis Sci","Uveal melanoma (UM) is a tumor of the eye that metastasizes in approximately half of cases. Prognostic testing requires accessibility to tumor tissue, which is usually not available with eye-preserving therapies. Noninvasive approaches to prognostic testing that provide valuable information for patient care are therefore needed. The aim of this study was to evaluate the use of circulating cell-free plasma DNA analysis in UM patients undergoing brachytherapy.The study recruited 26 uveal melanoma patients referred to the department between February and October 2020. Blood samples were collected at various time points before, during, and after treatment, and deep amplicon sequencing was used to identify oncogenic variant alleles of the GNAQ and GNA11 genes, which serve as indicators for the presence of circulating tumor DNA (ctDNA).The results showed that all patients were ctDNA negative before brachytherapy. In 31% of patients, ctDNA was detected during therapy. The variant allele fraction of GNAQ or GNA11 alleles in ctDNA positive samples ranged from 0.24% to 2% and correlates with the largest basal diameter and thickness of the tumor.The findings suggest that brachytherapy increases the presence of tumor DNA in the plasma of UM patients. Thus ctDNA analysis may offer a noninvasive approach for prognostic testing. However, efforts are still required to lower the limit of detection for tumor-specific genetic alterations."
"1160",37835083,"Exercise Effects on Health-Related Quality of Life (HRQOL), Muscular Function, Cardiorespiratory Function, and Body Composition in Smokers: A Narrative Review.","Int J Environ Res Public Health","Smoking is amongst the leading global threats with high incidences of preventable premature mortality, morbidity, and various chronic diseases. The World Health Organization (WHO) proclaims a decrease in the prevalence of daily smoking in both males and females from 1980 to 2012, however, the number of regular smokers since then has exponentially increased. The low socio-income status individuals contribute greatly towards tobacco-attributable diseases due to limited access to healthcare systems, mostly in developing countries as compared to developed countries. Smoking affects the optimal functioning of the human body, which results in altered body system processes. Although a high intake of nicotine can lead to prolonged adherence and dependence on smoking, other factors, such as an individual's level of health-related quality of life (HRQOL), stress, depression, and anxiety, can produce similar effects. Smoking has a wide impact on lifestyle factors, which explains the increase in the number of sedentary smokers with decreased health fitness levels and poor lifestyle conditions. Therefore, this study seeks to investigate the exercise effects on health-related quality of life (HRQOL), muscular function, cardiorespiratory function, and body composition in smokers. Concurrently, exercise as an intervention has been sourced as a rehabilitation strategy during smoking cessation programmes to restore the diminishing health components, however, a high rate of relapse occurs due to intolerable withdrawal symptoms."
"1161",37747686,"Current Understanding of Complement Proteins as Therapeutic Targets for the Treatment of Immunoglobulin A Nephropathy.","Drugs","Immunoglobulin A nephropathy (IgAN) is the most common primary glomerulonephritis worldwide and a frequent cause of kidney failure. Currently, the diagnosis necessitates a kidney biopsy, with routine immunofluorescence microscopy revealing IgA as the dominant or co-dominant immunoglobulin in the glomerular immuno-deposits, often with IgG and sometimes IgM or both. Complement protein C3 is observed in most cases. IgAN leads to kidney failure in 20-40% of patients within 20 years of diagnosis and reduces average life expectancy by about 10 years. There is increasing clinical, biochemical, and genetic evidence that the complement system plays a paramount role in the pathogenesis of IgAN. The presence of C3 in the kidney immuno-deposits differentiates the diagnosis of IgAN from subclinical glomerular mesangial IgA deposition. Markers of complement activation via the lectin and alternative pathways in kidney-biopsy specimens are associated with disease activity and are predictive of poor outcome. Levels of select complement proteins in the circulation have also been assessed in patients with IgAN and found to be of prognostic value. Ongoing genetic studies have identified at least 30 loci associated with IgAN. Genes within some of these loci encode complement-system regulating proteins that can interact with immune complexes. The growing appreciation for the central role of complement components in IgAN pathogenesis highlighted these pathways as potential treatment targets and sparked great interest in pharmacological agents targeting the complement cascade for the treatment of IgAN, as evidenced by the plethora of ongoing clinical trials.© 2023. The Author(s), under exclusive licence to Springer Nature Switzerland AG."
