,Date,Category,Paper ID,Title,Journal,Summary,
Yes,20220620,ewas,35679866,An epigenome-wide view of osteoarthritis in primary tissues.,Am J Hum Genet,"Osteoarthritis is a complex degenerative joint disease. Here, we investigate matched genotype and methylation profiles of primary chondrocytes from macroscopically intact (low-grade) and degraded (high-grade) osteoarthritis cartilage and from synoviocytes collected from 98 osteoarthritis-affected individuals undergoing knee replacement surgery. We perform an epigenome-wide association study of knee cartilage degeneration and report robustly replicating methylation markers, which reveal an etiologic mechanism linked to the migration of epithelial cells. Using machine learning, we derive methylation models of cartilage degeneration, which we validate with 82% accuracy in independent data. We report a genome-wide methylation quantitative trait locus (mQTL) map of articular cartilage and synovium and identify 18 disease-grade-specific mQTLs in osteoarthritis cartilage. We resolve osteoarthritis GWAS loci through causal inference and colocalization analyses and decipher the epigenetic mechanisms that mediate the effect of genotype on disease risk. Together, our findings provide enhanced insights into epigenetic mechanisms underlying osteoarthritis in primary tissues.Copyright © 2022 The Author(s). Published by Elsevier Inc. All rights reserved.",
Yes,20220620,ewas,35672357,Large-scale placenta DNA methylation integrated analysis reveals fetal sex-specific differentially methylated CpG sites and regions.,Sci Rep,"Although male-female differences in placental structure and function have been observed, little is understood about their molecular underpinnings. Here, we present a mega-analysis of 14 publicly available placenta DNA methylation (DNAm) microarray datasets to identify individual CpGs and regions associated with fetal sex. In the discovery dataset of placentas from full term pregnancies (N = 532 samples), 5212 CpGs met genome-wide significance (p < 1E-8) and were enriched in pathways such as keratinization (FDR p-value = 7.37E-14), chemokine activity (FDR p-value = 1.56E-2), and eosinophil migration (FDR p-value = 1.83E-2). Nine differentially methylated regions were identified (fwerArea < 0.1) including a region in the promoter of ZNF300 that showed consistent differential DNAm in samples from earlier timepoints in pregnancy and appeared to be driven predominately by effects in the trophoblast cell type. We describe the largest study of fetal sex differences in placenta DNAm performed to date, revealing genes and pathways characterizing sex-specific placenta function and health outcomes later in life.© 2022. The Author(s).",
Yes,20220620,ewas,35665255,DNA Methylation Mediates the Association Between Individual and Neighborhood Social Disadvantage and Cardiovascular Risk Factors.,Front Cardiovasc Med,"Low socioeconomic status (SES) and living in a disadvantaged neighborhood are associated with poor cardiovascular health. Multiple lines of evidence have linked DNA methylation to both cardiovascular risk factors and social disadvantage indicators. However, limited research has investigated the role of DNA methylation in mediating the associations of individual- and neighborhood-level disadvantage with multiple cardiovascular risk factors in large, multi-ethnic, population-based cohorts. We examined whether disadvantage at the individual level (childhood and adult SES) and neighborhood level (summary neighborhood SES as assessed by Census data and social environment as assessed by perceptions of aesthetic quality, safety, and social cohesion) were associated with 11 cardiovascular risk factors including measures of obesity, diabetes, lipids, and hypertension in 1,154 participants from the Multi-Ethnic Study of Atherosclerosis (MESA). For significant associations, we conducted epigenome-wide mediation analysis to identify methylation sites mediating the relationship between individual/neighborhood disadvantage and cardiovascular risk factors using the JT-Comp method that assesses sparse mediation effects under a composite null hypothesis. In models adjusting for age, sex, race/ethnicity, smoking, medication use, and genetic principal components of ancestry, epigenetic mediation was detected for the associations of adult SES with body mass index (BMI), insulin, and high-density lipoprotein cholesterol (HDL-C), as well as for the association between neighborhood socioeconomic disadvantage and HDL-C at FDRq< 0.05. The 410 CpG mediators identified for the SES-BMI association were enriched for CpGs associated with gene expression (expression quantitative trait methylation loci, or eQTMs), and corresponding genes were enriched in antigen processing and presentation pathways. For cardiovascular risk factors other than BMI, most of the epigenetic mediators lost significance after controlling for BMI. However, 43 methylation sites showed evidence of mediating the neighborhood socioeconomic disadvantage and HDL-C association after BMI adjustment. The identified mediators were enriched for eQTMs, and corresponding genes were enriched in inflammatory and apoptotic pathways. Our findings support the hypothesis that DNA methylation acts as a mediator between individual- and neighborhood-level disadvantage and cardiovascular risk factors, and shed light on the potential underlying epigenetic pathways. Future studies are needed to fully elucidate the biological mechanisms that link social disadvantage to poor cardiovascular health.Copyright © 2022 Wang, Zhao, Ammous, Song, Du, Shang, Ratliff, Moore, Kelly, Needham, Diez Roux, Liu, Butler, Kardia, Mukherjee, Zhou and Smith.",
Yes,20220620,ewas,35654255,Epigenome-wide DNA methylation signature of plasma zinc and their mediation roles in the association of zinc with lung cancer risk.,Environ Pollut,"Essential trace element zinc is associated with decreased lung cancer risk, but underlying mechanisms remain unclear. This study aimed to investigate role of DNA methylation in zinc-lung cancer association. We conducted a case-cohort study within prospective Dongfeng-Tongji cohort, including 359 incident lung cancer cases and a randomly selected sub-cohort of 1399 participants. Epigenome-wide association study (EWAS) was used to examine association of plasma zinc with DNA methylation in peripheral blood. For the zinc-related CpGs, their mediation effects on zinc-lung cancer association were assessed; their diagnostic performance for lung cancer was testified in the case-cohort study and further validated in another 126 pairs of lung cancer case-control study. We identified 28 CpGs associated with plasma zinc at P < 1.0 × 10-5and seven of them (cg07077080, cg01077808, cg17749033, cg15554270, cg26125625, cg10669424, and cg15409013 annotated to GSR, CALR3, SLC16A3, PHLPP2, SLC12A8, VGLL4, and ADAMTS16, respectively) were associated with incident risk of lung cancer. Moreover, the above seven CpGs were differently methylated between 126 pairs of lung cancer and adjacent normal lung tissues and had the same directions with EWAS of zinc. They could mediate a separate 7.05%∼22.65% and a joint 29.42% of zinc-lung cancer association. Compared to using traditional factors, addition of methylation risk score exerted improved discriminations for lung cancer both in case-cohort study [area under the curve (AUC) = 0.818 vs. 0.738] and in case-control study (AUC = 0.816 vs. 0.646). Our results provide new insights for the biological role of DNA methylation in the inverse association of zinc with incident lung cancer.Copyright © 2022 Elsevier Ltd. All rights reserved.",
Yes,20220620,ewas,35652342,Association of Cardiovascular Health Through Young Adulthood With Genome-Wide DNA Methylation Patterns in Midlife: The CARDIA Study.,Circulation,"Cardiovascular health (CVH) from young adulthood is strongly associated with an individual's future risk of cardiovascular disease (CVD) and total mortality. Defining epigenomic biomarkers of lifelong CVH exposure and understanding their roles in CVD development may help develop preventive and therapeutic strategies for CVD.In 1085 CARDIA study (Coronary Artery Risk Development in Young Adults) participants, we defined a clinical cumulative CVH score that combines body mass index, blood pressure, total cholesterol, and fasting glucose measured longitudinally from young adulthood through middle age over 20 years (mean age, 25-45). Blood DNA methylation at >840 000 methylation markers was measured twice over 5 years (mean age, 40 and 45). Epigenome-wide association analyses on the cumulative CVH score were performed in CARDIA and compared in the FHS (Framingham Heart Study). We used penalized regression to build a methylation-based risk score to evaluate the risk of incident coronary artery calcification and clinical CVD events.We identified 45 methylation markers associated with cumulative CVH at false discovery rate <0.01 (P=4.7E-7-5.8E-17) in CARDIA and replicated in FHS. These associations were more pronounced with methylation measured at an older age.CPT1A,ABCG1, andSREBF1appeared as the most prominent genes. The 45 methylation markers were mostly located in transcriptionally active chromatin and involved lipid metabolism, insulin secretion, and cytokine production pathways. Three methylation markers located in genesSARS1,SOCS3, andLINC-PINTstatistically mediated 20.4% of the total effect between CVH and risk of incident coronary artery calcification. The methylation risk score added information and significantly (P=0.004) improved the discrimination capacity of coronary artery calcification status versus CVH score alone and showed association with risk of incident coronary artery calcification 5 to 10 years later independent of cumulative CVH score (odds ratio, 1.87;P=9.66E-09). The methylation risk score was also associated with incident clinical CVD in FHS (hazard ratio, 1.28;P=1.22E-05).Cumulative CVH from young adulthood contributes to midlife epigenetic programming over time. Our findings demonstrate the role of epigenetic markers in response to CVH changes and highlight the potential of epigenomic markers for precision CVD prevention, and earlier detection of subclinical CVD, as well.",
Yes,20220620,ewas,35650177,Epigenome-wide DNA methylation in obsessive-compulsive disorder.,Transl Psychiatry,"In adult patients with obsessive-compulsive disorder (OCD), altered DNA methylation has been discerned in several candidate genes, while DNA methylation on an epigenome-wide level has been investigated in only one Chinese study so far. Here, an epigenome-wide association study (EWAS) was performed in a sample of 76 OCD patients of European ancestry (37 women, age ± SD: 33.51 ± 10.92 years) and 76 sex- and age-matched healthy controls for the first time using the Illumina MethylationEPIC BeadChip. After quality control, nine epigenome-wide significant quantitative trait methylation sites (QTMs) and 21 suggestive hits were discerned in the final sample of 68 patients and 68 controls. The top hit (cg24159721) and four other significant QTMs (cg11894324, cg01070250, cg11330075, cg15174812) map to the region of the microRNA 12136 gene (MIR12136). Two additional significant CpG sites (cg05740793, cg20450977) are located in the flanking region of the MT-RNR2 (humanin) like 8 gene (MT-RNRL8), while two further QTMs (cg16267121, cg15890734) map to the regions of the MT-RNR2 (humanin) like 3 (MT-RNRL3) and MT-RNR2 (humanin) like 2 (MT-RNRL2) genes. Provided replication of the present findings in larger samples, the identified QTMs might provide more biological insight into the pathogenesis of OCD and thereby could in the future serve as peripheral epigenetic markers of OCD risk with the potential to inform targeted preventive and therapeutic efforts.© 2022. The Author(s).",
Yes,20220620,ewas,35635730,The dynamics of methylation of CpG sites associated with SLE subtypes in a longitudinal cohort.,Arthritis Rheumatol,"Cross-sectional studies have revealed associations between DNA methylation and systemic lupus erythematosus (SLE) outcomes. To study the dynamics of DNA methylation, we examined participants from a SLE longitudinal cohort sampled at two time-points.One hundred and one participants from the California Lupus Epidemiology Study were studied. DNA extracted from blood at cohort enrollment and after two years was analyzed using the Illumina EPIC BeadChip. Paired t-tests were utilized to identify changes at 256 CpG sites previously associated with SLE subtypes as well as genome-wide. Mixed linear models were developed to understand the relationship between DNA methylation and disease activity, medication use and sample cell proportions, adjusting for age, sex and genetic principal components.The majority of CpGs that were previously associated with SLE subtypes remained stable over two years (185 CpGs (72.3%), t-test FDR >0.05). Compared to background genome-wide methylation, there was an enrichment of SLE subtype associated CpGs that changed over time (27.7% vs 0.34%). Changes in cell proportion were associated with changes at 67 CpGs (p<2.70E-05) and 15 CpGs had at least one significant association with use of an immunosuppressive medication.In this longitudinal cohort of SLE, we identified a subset of SLE subtype associated CpGs that were stable over time and may be useful as biomarkers of disease subtypes. Another subset of SLE subtype-associated CpGs changed at a higher proportion compared to the genome-wide methylome. Additional studies are needed to understand the etiology and impact of these methylation changes in SLE-associated CpGs.This article is protected by copyright. All rights reserved.",
Yes,20220620,ewas,35627945,Differential Methylation Analysis of Suicidal Ideation Severity in Schizophrenia with the Illumina MethylationEPIC Array.,Healthcare (Basel),"There is a multitude of factors that makes difficult to identify those at risk for suicide, especially among schizophrenia patients. Suicide cannot be explained by genetics alone, therefore epigenetic mechanisms including DNA methylation are thought to play a role. DNA methylation could be a valuable tool in helping predict those at-risk individuals. This cross-sectional study comprised 112 subjects diagnosed with schizophrenia spectrum disorders, and were grouped according to the current suicidal ideation severity. DNA methylation across the genome was measured with the Infinium®MethylationEPIC BeadChip. We utilized the dmpFinder and bumphunter functions within the Bioconductor minfi package to identify differentially methylated positions (DMPs) and differentially methylated regions (DMRs), respectively. Following quality control, we removed one sample from the analysis and reported the most significant DMPs and DMRs associated with suicidal ideation severity. All positions and regions identified in this analysis were only found to have suggestive levels of significance at the genome-wide level. The present study was one of the first to investigate genome-wide methylation and suicidal ideation severity. While there were many strengths of our study, including investigating both differentially methylated positions and regions, further larger-scale studies are necessary to replicate, support, and validate our findings presented here.",
Yes,20220620,ewas,35596190,The mediating effect of DNA methylation in the association between maternal sleep during pregnancy and offspring adiposity status: a prospective cohort study.,Clin Epigenetics,"Childhood overweight/obesity is a global public health concern. It is important to identify its early-life risk factors. Maternal poor sleep is common in late pregnancy, and previous studies indicated that poor sleep may influence the offspring's adiposity status. However, very few studies in humans investigated the effect of the different sleep parameters (sleep quantity, quality, and timing) on the offspring's adiposity indicators, and long-term studies are even more scarce. In addition, the underlying mechanism remains unclear. The present study therefore aimed to examine the association between the three maternal sleep dimensions in the late pregnancy and the offspring adiposity indicators and to explore the potential mediating effect of the cord blood DNA methylation in the above association.Included participants in the current study were 2211 healthy pregnant women with singleton gestation from the Shanghai Birth Cohort (SBC) and Shanghai Sleep Birth Cohort (SSBC). Maternal nighttime sleep duration, quality, and midpoint (an indicator of circadian rhythm) were assessed by the same instrument in both cohorts during late pregnancy, and the offspring's body mass index (BMI) and subcutaneous fat (SF) were measured at 2 years old. Additionally, in 231 SSBC samples, the genome-wide DNA methylation levels were measured using the Illumina Infinium Methylation EPIC BeadChip. The multivariate linear regression was used to determine the associations between the maternal sleep parameters and the offspring adiposity indicators. The epigenome-wide association study was conducted to identify the maternal sleep-related CpG sites. The mediation analysis was performed to evaluate the potential intermediate role of DNA methylation in the association between maternal sleep and offspring adiposity indicators.The mean maternal nighttime sleep duration and the sleep midpoint for combined cohorts were 9.24 ± 1.13 h and 3.02 ± 0.82, respectively, and 24.5% of pregnant women experienced poor sleep quality in late pregnancy. After adjusting for the covariates, the maternal later sleep midpoint was associated with the increased SF in offspring (Coef. = 0.62, 95% CI 0.37-0.87, p < 0.001) at 2 years old. However, no significant associations of the nighttime sleep duration or sleep quality with the offspring adiposity indicators were found. In the SSBC sample, 45 differential methylated probes (DMPs) were associated with the maternal sleep midpoint, and then, we observed 10 and 3 DMPs that were also associated with the offspring's SF and BMI at 2 years, of which cg04351668 (MARCH9) and cg12232388 significantly mediated the relationship of sleep midpoint and SF and cg12232388 and cg12225226 mediated the sleep midpoint-BMI association, respectively.Maternal later sleep timing in late pregnancy was associated with higher childhood adiposity in the offspring. Cord blood DNA methylation may play a mediation role in that relationship.© 2022. The Author(s).",
Yes,20220620,ewas,35595947,Epigenetic mechanisms of lung carcinogenesis involve differentially methylated CpG sites beyond those associated with smoking.,Eur J Epidemiol,"Smoking-related epigenetic changes have been linked to lung cancer, but the contribution of epigenetic alterations unrelated to smoking remains unclear. We sought for a sparse set of CpG sites predicting lung cancer and explored the role of smoking in these associations. We analysed CpGs in relation to lung cancer in participants from two nested case-control studies, using (LASSO)-penalised regression. We accounted for the effects of smoking using known smoking-related CpGs, and through conditional-independence network. We identified 29 CpGs (8 smoking-related, 21 smoking-unrelated) associated with lung cancer. Models additionally adjusted for Comprehensive Smoking Index-(CSI) selected 1 smoking-related and 49 smoking-unrelated CpGs. Selected CpGs yielded excellent discriminatory performances, outperforming information provided by CSI only. Of the 8 selected smoking-related CpGs, two captured lung cancer-relevant effects of smoking that were missed by CSI. Further, the 50 CpGs identified in the CSI-adjusted model complementarily explained lung cancer risk. These markers may provide further insight into lung cancer carcinogenesis and help improving early identification of high-risk patients.© 2022. The Author(s).",
No,20220815,prediction,35064064,AHRR (cg05575921) Methylation Safely Improves Specificity of Lung Cancer Screening Eligibility Criteria: A Cohort Study,Cancer Epidemiol Biomarkers Prev.,"Background: Screening reduces lung cancer mortality, but specificities of eligibility criteria are low. We tested if leukocyte AHRR(cg05575921) methylation improves specificity of lung cancer screening eligibility criteria.

Methods: A total of 9,206 and 5,370 individuals of the 1991 to 1994 and 2001 to 2003 examinations of the Copenhagen City Heart Study, Denmark, were followed for lung cancer within 5 years after examination and mortality. Screening eligibility criteria (DANTE, DLCST, ITALUNG, LUSI, NELSON, NLST, and PLCOM2012) were evaluated, and AHRR (cg05575921) methylation extent at different methylation cut points was added. The model with the lowest number of eligible individuals per 5-year lung cancer was validated within the 2001 to 2003 examination.

Results: Eligibility criteria identified risk-groups ranging from 3,182 (DANTE) to 1,641 (ITALUNG) individuals. The positive predictive value was highest for PLCOM2012 (3.2%), while DANTE showed the highest negative predictive value (99.7%). Adding AHRR (cg05575921) methylation led to higher specificities for all criteria. Number of eligible individuals per 5-year lung cancer varied from 38 (NELSON) to 27 (NLST) with AHRR (cg05575921) methylation <55%. This last model led to a 21.9% lower screening burden and increased (P < 0.05) specificity of 84.0%. Findings were reproduced among the 5,334 individuals of the 2001 to 2003 examination.

Conclusions: Adding AHRR (cg05575921) methylation on top of current eligibility criteria for lung cancer screening improves specificity by excluding those individuals with the lowest risk.

Impact: The results point toward a potential clinical use of AHRR (cg05575921) methylation, which is a cost-effective measurement compared with lung CT scanning, to provide additional predictive risk information to identify eligible smokers for lung cancer screening. See related commentary by Hung, p. 698.",
No,20220815,dnam age,35552703,Sperm epigenetic clock associates with pregnancy outcomes in the general population.,Hum Reprod,"Is sperm epigenetic aging (SEA) associated with probability of pregnancy among couples in the general population?We observed a 17% lower cumulative probability at 12 months for couples with male partners in the older compared to the younger SEA categories.The strong relation between chronological age and DNA methylation profiles has enabled the estimation of biological age as epigenetic 'clock' metrics in most somatic tissue. Such clocks in male germ cells are less developed and lack clinical relevance in terms of their utility to predict reproductive outcomes.This was a population-based prospective cohort study of couples discontinuing contraception to become pregnant recruited from 16 US counties from 2005 to 2009 and followed for up to 12 months.Sperm DNA methylation from 379 semen samples was assessed via a beadchip array. A state-of-the-art ensemble machine learning algorithm was employed to predict age from the sperm DNA methylation data. SEA was estimated from clocks derived from individual CpGs (SEACpG) and differentially methylated regions (SEADMR). Probability of pregnancy within 1 year was compared by SEA, and discrete-time proportional hazards models were used to evaluate the relations with time-to-pregnancy (TTP) with adjustment for covariates.Our SEACpG clock had the highest predictive performance with correlation between chronological and predicted age (r = 0.91). In adjusted discrete Cox models, SEACpG was negatively associated with TTP (fecundability odds ratios (FORs)=0.83; 95% CI: 0.76, 0.90; P = 1.2×10-5), indicating a longer TTP with advanced SEACpG. For subsequent birth outcomes, advanced SEACpG was associated with shorter gestational age (n = 192; -2.13 days; 95% CI: -3.67, -0.59; P = 0.007). Current smokers also displayed advanced SEACpG (P < 0.05). Finally, SEACpG showed a strong performance in an independent IVF cohort (n = 173; r = 0.83). SEADMR performance was comparable to SEACpG but with attenuated effect sizes.This prospective cohort study consisted primarily of Caucasian men and women, and thus analysis of large diverse cohorts is necessary to confirm the associations between SEA and couple pregnancy success in other races/ethnicities.These data suggest that our sperm epigenetic clocks may have utility as a novel biomarker to predict TTP among couples in the general population and underscore the importance of the male partner for reproductive success.This work was funded in part by grants the National Institute of Environmental Health Sciences, National Institutes of Health (R01 ES028298; PI: J.R.P. and P30 ES020957); Robert J. Sokol, MD Endowed Chair of Molecular Obstetrics and Gynecology (J.R.P.); and the Intramural Research Program of the Eunice Kennedy Shriver National Institute of Child Health and Human Development, National Institutes of Health, Bethesda, Maryland (Contracts N01-HD-3-3355, N01-HD-3-3356 and N01-HD-3-3358). S.L.M. was supported by the Intramural Research Program of the Eunice Kennedy Shriver National Institute of Child Health and Human Development, National Institutes of Health. The authors declare no competing interests.N/A.© The Author(s) 2022. Published by Oxford University Press on behalf of European Society of Human Reproduction and Embryology. All rights reserved. For permissions, please email: journals.permissions@oup.com.",
No,20220815,ewas,35852134,Genome-wide screening identifies DNA methylation sites that regulate the blood proteome.,Epigenomics,"Background:Identifying DNA methylation sites that regulate the blood proteome is important for biomedical purposes.Materials & methods:Here the authors performed a genome-wide search to find DNA methylation sites that impact proteins.Results: The authors identified 165 methylation sites associated with 138 proteins. The authors noted hotspot genomic regions that control the levels of several proteins. For example, methylation of theABOlocus impacted 37 proteins and contributed to cardiometabolic comorbidities, including the severity of SARS-CoV-2 infection. The authors made these findings publicly available as a Unix software that identifies methylation sites that cause disease and reveals the underlying proteins. The authors underlined the software application by showing that components of innate immunity contribute to systolic blood pressure.Conclusion:This study provides a catalog of DNA methylation sites that regulate the proteome, and the results are available as freeware for biological insight.",
No,20220815,meqtls,35710981,"Epigenomic and transcriptomic analyses define core cell types, genes and targetable mechanisms for kidney disease.",Nat Genet,"More than 800 million people suffer from kidney disease, yet the mechanism of kidney dysfunction is poorly understood. In the present study, we define the genetic association with kidney function in 1.5 million individuals and identify 878 (126 new) loci. We map the genotype effect on the methylome in 443 kidneys, transcriptome in 686 samples and single-cell open chromatin in 57,229 kidney cells. Heritability analysis reveals that methylation variation explains a larger fraction of heritability than gene expression. We present a multi-stage prioritization strategy and prioritize target genes for 87% of kidney function loci. We highlight key roles of proximal tubules and metabolism in kidney function regulation. Furthermore, the causal role of SLC47A1 in kidney disease is defined in mice with genetic loss of Slc47a1 and in human individuals carrying loss-of-function variants. Our findings emphasize the key role of bulk and single-cell epigenomic information in translating genome-wide association studies into identifying causal genes, cellular origins and mechanisms of complex traits.© 2022. The Author(s), under exclusive licence to Springer Nature America, Inc.",
No,20220815,methods,35879655,HIMA2: high-dimensional mediation analysis and its application in epigenome-wide DNA methylation data.,BMC Bioinformatics,"Mediation analysis plays a major role in identifying significant mediators in the pathway between environmental exposures and health outcomes. With advanced data collection technology for large-scale studies, there has been growing research interest in developing methodology for high-dimensional mediation analysis. In this paper we present HIMA2, an extension of the HIMA method (Zhang in Bioinformatics 32:3150-3154, 2016). First, the proposed HIMA2 reduces the dimension of mediators to a manageable level based on the sure independence screening (SIS) method (Fan in J R Stat Soc Ser B 70:849-911, 2008). Second, a de-biased Lasso procedure is implemented for estimating regression parameters. Third, we use a multiple-testing procedure to accurately control the false discovery rate (FDR) when testing high-dimensional mediation hypotheses. We demonstrate its practical performance using Monte Carlo simulation studies and apply our method to identify DNA methylation markers which mediate the pathway from smoking to reduced lung function in the Coronary Artery Risk Development in Young Adults (CARDIA) Study.© 2022. The Author(s).",
No,20220815,methods,35856716,High-dimension to high-dimension screening for detecting genome-wide epigenetic and noncoding RNA regulators of gene expression.,Bioinformatics,"The advancement of high-throughput technology characterizes a wide variety of epigenetic modifications and noncoding RNAs across the genome involved in disease pathogenesis via regulating gene expression. The high-dimensionality of both epigenetic/noncoding RNA and gene expression data make it challenging to identify the important regulators of genes. Conducting univariate test for each possible regulator-gene pair is subject to serious multiple comparison burden, and direct application of regularization methods to select regulator-gene pairs is computationally infeasible. Applying fast screening to reduce dimension first before regularization is more efficient and stable than applying regularization methods alone.We propose a novel screening method based on robust partial correlation to detect epigenetic and noncoding RNA regulators of gene expression over the whole genome, a problem that includes both high-dimensional predictors and high-dimensional responses. Compared to existing screening methods, our method is conceptually innovative that it reduces the dimension of both predictor and response, and screens at both node (regulators or genes) and edge (regulator-gene pairs) levels. We develop data-driven procedures to determine the conditional sets and the optimal screening threshold, and implement a fast iterative algorithm. Simulations and applications to long non-coding RNA and microRNA regulation in Kidney cancer and DNA methylation regulation in Glioblastoma Multiforme illustrate the validity and advantage of our method.The R package, related source codes and real data sets used in this paper are provided at https://github.com/kehongjie/rPCor.Supplementary data are available at Bioinformatics online.© The Author(s) (2022). Published by Oxford University Press. All rights reserved. For Permissions, please email: journals.permissions@oup.com.",
No,20220815,methods,35822029,Adapting Blood DNA Methylation Aging Clocks for Use in Saliva Samples With Cell-type Deconvolution.,Front Aging,"DeepMAge is a deep-learning DNA methylation aging clock that measures the organismal pace of aging with the information from human epigenetic profiles. In blood samples, DeepMAge can predict chronological age within a 2.8 years error margin, but in saliva samples, its performance is drastically reduced since aging clocks are restricted by the training set domain. However, saliva is an attractive fluid for genomic studies due to its availability, compared to other tissues, including blood. In this article, we display how cell type deconvolution and elastic net can be used to expand the domain of deep aging clocks to other tissues. Using our approach, DeepMAge's error in saliva samples was reduced from 20.9 to 4.7 years with no retraining.Copyright © 2021 Galkin, Kochetov, Mamoshina and Zhavoronkov.",
No,20220815,prediction,35864305,Peripheral blood DNA methylation profiles predict future development of B-cell Non-Hodgkin Lymphoma.,NPJ Precis Oncol,"Lack of accurate methods for early lymphoma detection limits the ability to cure patients. Since patients with Non-Hodgkin lymphomas (NHL) who present with advanced disease have worse outcomes, accurate and sensitive methods for early detection are needed to improve patient care. We developed a DNA methylation-based prediction tool for NHL, based on blood samples collected prospectively from 278 apparently healthy patients who were followed for up to 16 years to monitor for NHL development. A predictive score was developed using machine learning methods in a robust training/validation framework. Our predictive score incorporates CpG DNA methylation at 135 genomic positions, with higher scores predicting higher risk. It was 85% and 78% accurate for identifying patients at risk of developing future NHL, in patients with high or low epigenetic mitotic clock respectively, in a validation cohort. It was also sensitive at detecting active NHL (96.3% accuracy) and healthy status (95.6% accuracy) in additional independent cohorts. Scores optimized for specific NHL subtypes showed significant but lower accuracy for predicting other subtypes. Our score incorporates hyper-methylation of Polycomb and HOX genes, which have roles in NHL development, as well as PAX5 - a master transcriptional regulator of B-cell fate. Subjects with higher risk scores showed higher regulatory T-cells, memory B-cells, but lower naïve T helper lymphocytes fractions in the blood. Future prospective studies will be required to confirm the utility of our signature for managing patients who are at high risk for developing future NHL.© 2022. The Author(s).",
No,20220815,prediction,35740428,Predicting High Blood Pressure Using DNA Methylome-Based Machine Learning Models.,Biomedicines,"DNA methylation modification plays a vital role in the pathophysiology of high blood pressure (BP). Herein, we applied three machine learning (ML) algorithms including deep learning (DL), support vector machine, and random forest for detecting high BP using DNA methylome data. Peripheral blood samples of 50 elderly individuals were collected three times at three visits for DNA methylome profiling. Participants who had a history of hypertension and/or current high BP measure were considered to have high BP. The whole dataset was randomly divided to conduct a nested five-group cross-validation for prediction performance. Data in each outer training set were independently normalized using a min-max scaler, reduced dimensionality using principal component analysis, then fed into three predictive algorithms. Of the three ML algorithms, DL achieved the best performance (AUPRC = 0.65, AUROC = 0.73, accuracy = 0.69, and F1-score = 0.73). To confirm the reliability of using DNA methylome as a biomarker for high BP, we constructed mixed-effects models and found that 61,694 methylation sites located in 15,523 intragenic regions and 16,754 intergenic regions were significantly associated with BP measures. Our proposed models pioneered the methodology of applying ML and DNA methylome data for early detection of high BP in clinical practices.",
No,20220815,prediction,35839250,Explainable deep transfer learning model for disease risk prediction using high-dimensional genomic data.,PLoS Comput Biol,"Building an accurate disease risk prediction model is an essential step in the modern quest for precision medicine. While high-dimensional genomic data provides valuable data resources for the investigations of disease risk, their huge amount of noise and complex relationships between predictors and outcomes have brought tremendous analytical challenges. Deep learning model is the state-of-the-art methods for many prediction tasks, and it is a promising framework for the analysis of genomic data. However, deep learning models generally suffer from the curse of dimensionality and the lack of biological interpretability, both of which have greatly limited their applications. In this work, we have developed a deep neural network (DNN) based prediction modeling framework. We first proposed a group-wise feature importance score for feature selection, where genes harboring genetic variants with both linear and non-linear effects are efficiently detected. We then designed an explainable transfer-learning based DNN method, which can directly incorporate information from feature selection and accurately capture complex predictive effects. The proposed DNN-framework is biologically interpretable, as it is built based on the selected predictive genes. It is also computationally efficient and can be applied to genome-wide data. Through extensive simulations and real data analyses, we have demonstrated that our proposed method can not only efficiently detect predictive features, but also accurately predict disease risk, as compared to many existing methods.",
No,20220815,prediction,35841107,Detecting cell-of-origin and cancer-specific methylation features of cell-free DNA from Nanopore sequencing.,Genome Biol,"The Oxford Nanopore (ONT) platform provides portable and rapid genome sequencing, and its ability to natively profile DNA methylation without complex sample processing is attractive for point-of-care real-time sequencing. We recently demonstrated ONT shallow whole-genome sequencing to detect copy number alterations (CNAs) from the circulating tumor DNA (ctDNA) of cancer patients. Here, we show that cell type and cancer-specific methylation changes can also be detected, as well as cancer-associated fragmentation signatures. This feasibility study suggests that ONT shallow WGS could be a powerful tool for liquid biopsy.© 2022. The Author(s).",
No,20220815,review,35794667,"Diversity in EWAS: current state, challenges, and solutions.",Genome Med,"Here, we report a lack of diversity in epigenome-wide association studies (EWAS) and DNA methylation (DNAm) data, discuss current challenges, and propose solutions for EWAS and DNAm research in diverse populations. The strategies we propose include fostering community involvement, new data generation, and cost-effective approaches such as locus-specific analysis and ancestry variable region analysis.© 2022. The Author(s).",
No,20220815,review,35868277,What is a cell type and how to define it?,Cell,"Cell types are the basic functional units of an organism. Cell types exhibit diverse phenotypic properties at multiple levels, making them challenging to define, categorize, and understand. This review provides an overview of the basic principles of cell types rooted in evolution and development and discusses approaches to characterize and classify cell types and investigate how they contribute to the organism's function, using the mammalian brain as a primary example. I propose a roadmap toward a conceptual framework and knowledge base of cell types that will enable a deeper understanding of the dynamic changes of cellular function under healthy and diseased conditions.Copyright © 2022 Elsevier Inc. All rights reserved.",
