,pmid,title,source,abstract,probs
,37983304,"Epigenetic age acceleration, neonatal morbidities, and neurobehavioral profiles in infants born very preterm.",Epigenetics,"Epigenetic age acceleration is a risk factor for chronic diseases of ageing and may reflect aspects of biological ageing. However, few studies have examined epigenetic ageing during the early neonatal period in preterm infants, who are at heightened risk of developmental problems. We examined relationships between neonatal age acceleration, neonatal morbidities, and neurobehavioral domains among very preterm (<30?weeks gestation) infants to characterize whether infants with early morbidities or different neurobehavioral characteristics had accelerated or decelerated epigenetic ageing. This study uses data from the Neonatal Neurobehavior and Outcomes in Very Preterm Infants (NOVI) study, restricted to infants with data on variables assessed (n?=?519). We used generalized estimating equations to test for differences in age acceleration associated with severe neonatal medical morbidities and neurobehavioral characteristics. We found that infants with neonatal morbidities, in particular, bronchopulmonary dysplasia (BPD), had accelerated epigenetic age - and some evidence that infants with hypertonicity and asymmetric reflexes had increased and decreased age acceleration, respectively. Adjustment for gestational age attenuated some associations, suggesting that the relationships observed may be driven by the duration of gestation. Our most robust finding shows that very preterm infants with neonatal morbidities (BPD in particular) exhibit age acceleration, but most neonatal neurobehavioral characteristics and morbidities are not associated with early life age acceleration. Lower gestational age at birth may be an upstream factor driving these associations.",1
x,37968697,Circulating metabolites may illustrate relationship of alcohol consumption with cardiovascular disease.,BMC Med,"Metabolite signatures of long-term alcohol consumption are lacking. To better understand the molecular basis linking alcohol drinking and cardiovascular disease (CVD), we investigated circulating metabolites associated with long-term alcohol consumption and examined whether these metabolites were associated with incident CVD.Cumulative average alcohol consumption (g/day) was derived from the total consumption of beer, wine, and liquor on average of 19 years in 2428 Framingham Heart Study Offspring participants (mean age 56 years, 52% women). We used linear mixed models to investigate the associations of alcohol consumption with 211 log-transformed plasma metabolites, adjusting for age, sex, batch, smoking, diet, physical activity, BMI, and familial relationship. Cox models were used to test the association of alcohol-related metabolite scores with fatal and nonfatal incident CVD (myocardial infarction, coronary heart disease, stroke, and heart failure).We identified 60 metabolites associated with cumulative average alcohol consumption (p?<?0.05/211 ? 0.00024). For example, 1 g/day increase of alcohol consumption was associated with higher levels of cholesteryl esters (e.g., CE 16:1, beta?=?0.023?±?0.002, p?=?6.3e?-?45) and phosphatidylcholine (e.g., PC 32:1, beta?=?0.021?±?0.002, p?=?3.1e?-?38). Survival analysis identified that 10 alcohol-associated metabolites were also associated with a differential CVD risk after adjusting for age, sex, and batch. Further, we built two alcohol consumption weighted metabolite scores using these 10 metabolites and showed that, with adjustment age, sex, batch, and common CVD risk factors, the two scores had comparable but opposite associations with incident CVD, hazard ratio 1.11 (95% CI?=?[1.02, 1.21], p?=?0.02) vs 0.88 (95% CI?=?[0.78, 0.98], p?=?0.02).We identified 60 long-term alcohol consumption-associated metabolites. The association analysis with incident CVD suggests a complex metabolic basis between alcohol consumption and CVD.© 2023. The Author(s).",1
,38100614,Maternal adverse childhood experiences (ACEs) and offspring imprinted gene DMR methylation at birth.,Epigenetics,"Adverse childhood experiences (ACEs) contribute to numerous negative health outcomes across the life course and across generations. Here, we extend prior work by examining the association of maternal ACEs, and their interaction with financial stress and discrimination, with methylation status within eight differentially methylated regions (DMRs) in imprinted domains in newborns. ACEs, financial stress during pregnancy, and experience of discrimination were self-reported among 232 pregnant women. DNA methylation was assessed atPEG10/SGCE, NNAT, IGF2, H19, PLAGL1,PEG3,MEG3-IG, andDLK1/MEG3regulatory sequences using pyrosequencing. Using multivariable linear regression models, we found evidence to suggest that financial stress was associated with hypermethylation ofMEG3-IGin non-Hispanic White newborns; discrimination was associated with hypermethylation ofIGF2andNNATin Hispanic newborns, and with hypomethylation ofPEG3in non-Hispanic Black newborns. We also found evidence that maternal ACEs interacted with discrimination to predict offspringPLAGL1altered DMR methylation, in addition to interactions between maternal ACEs score and discrimination predictingH19andSGCE/PEG10altered methylation in non-Hispanic White newborns. However, these interactions were not statistically significant after multiple testing corrections. Findings from this study suggest that maternal ACEs, discrimination, and financial stress are associated with newborn aberrant methylation in imprinted gene regions.",1
e,37950287,DNA methylation sites in early adulthood characterised by pubertal timing and development: a twin study.,Clin Epigenetics,"Puberty is a highly heritable and variable trait, with environmental factors having a role in its eventual timing and development. Early and late pubertal onset are both associated with various diseases developing later in life, and epigenetic characterisation of pubertal timing and development could lead to important insights. Blood DNA methylation, reacting to both genotype and environment, has been associated with puberty; however, such studies are relatively scarce. We investigated peripheral blood DNA methylation profiles (using Illumina 450 K and EPIC platforms) of 1539 young adult Finnish twins associated with pubertal development scale (PDS) at ages 12 and 14 as well as pubertal age (PA).Fixed effect meta-analysis of the two platforms on 347,521 CpGs in common identified 58 CpG sites associated (p?<?1?×?10-5) with either PDS or PA. All four CpGs associated with PA and 45 CpGs associated with PDS were sex-specific. Thirteen CpGs had a high heritability (h2: 0.51-0.98), while one CpG site (mapped to GET4) had a high shared environmental component accounting for 68% of the overall variance in methylation at the site. Utilising twin discordance analysis, we found 6 CpG sites (5 associated with PDS and 1 with PA) that had an environmentally driven association with puberty. Furthermore, genes with PDS- or PA-associated CpGs were consistently linked to various developmental processes and diseases such as breast, prostate and ovarian cancer, while methylation quantitative trait loci of associated CpG sites were enriched in immune pathways developing during puberty.By identifying puberty-associated DNA methylation sites and examining the effects of sex, environment and genetics, we shed light on the intricate interplay between environment and genetics in the context of puberty. Through our comprehensive analysis, we not only deepen the understanding of the significance of both genetic and environmental factors in the complex processes of puberty and its timing, but also gain insights into potential links with disease risks.© 2023. The Author(s).",1
e,38041176,DNA methylation profiles reveal sex-specific associations between gestational exposure to ambient air pollution and placenta cell-type composition in the PRISM cohort study.,Clin Epigenetics,"Gestational exposure to ambient air pollution has been associated with adverse health outcomes for mothers and newborns. The placenta is a central regulator of the in utero environment that orchestrates development and postnatal life via fetal programming. Ambient air pollution contaminants can reach the placenta and have been shown to alter bulk placental tissue DNA methylation patterns. Yet the effect of air pollution on placental cell-type composition has not been examined. We aimed to investigate whether the exposure to ambient air pollution during gestation is associated with placental cell types inferred from DNA methylation profiles.We leveraged data from 226 mother-infant pairs in the Programming of Intergenerational Stress Mechanisms (PRISM) longitudinal cohort in the Northeastern US. Daily concentrations of fine particulate matter (PM2.5) at 1 km spatial resolution were estimated from a spatiotemporal model developed with satellite data and linked to womens' addresses during pregnancy and infants' date of birth. The proportions of six cell types [syncytiotrophoblasts, trophoblasts, stromal, endothelial, Hofbauer and nucleated red blood cells (nRBCs)] were derived from placental tissue 450K DNA methylation array. We applied compositional regression to examine overall changes in placenta cell-type composition related to PM2.5average by pregnancy trimester. We also investigated the association between PM2.5and individual cell types using beta regression. All analyses were performed in the overall sample and stratified by infant sex adjusted for covariates.In male infants, first trimester (T1) PM2.5was associated with changes in placental cell composition (p?=?0.03), driven by a decrease [per one PM2.5interquartile range (IQR)] of 0.037 in the syncytiotrophoblasts proportion (95% confidence interval (CI) [-?0.066, -?0.012]), accompanied by an increase in trophoblasts of 0.033 (95% CI: [0.009, 0.064]). In females, second and third trimester PM2.5were associated with overall changes in placental cell-type composition (T2: p?=?0.040; T3: p?=?0.049), with a decrease in the nRBC proportion. Individual cell-type analysis with beta regression showed similar results with an additional association found for third trimester PM2.5and stromal cells in females (decrease of 0.054, p?=?0.024).Gestational exposure to air pollution was associated with placenta cell composition. Further research is needed to corroborate these findings and evaluate their role in PM2.5-related impact in the placenta and consequent fetal programming.© 2023. The Author(s).",1
,37977327,Breastfeeding and the Longitudinal Changes of Body Mass Index in Childhood and Adulthood: A Systematic Review.,Adv Nutr,"Mounting evidence supports the beneficial role of breastfeeding in lowering obesity risk, but the enduring impact of breastfeeding on longitudinal changes in body mass index (BMI) (i.e., BMI trajectories) remains unclear. This systematic review summarized evidence on how breastfeeding influenced the longitudinal trajectories of BMI later in life. Literature searches were conducted in Medline, Embase, Web of Science, and ScienceDirect to identify studies that assessed how breastfeeding (versus other feeding types or duration) was associated with longitudinal trajectories of BMI or BMI z-score. Three randomized controlled trials (RCTs) and 24 longitudinal cohort studies were included. Two-thirds (18/27) of studies were rated as acceptable or high quality. Most cohort studies (9/11) showed that children who continued to breastfeed at 3 to 12 mo of age had a lower BMI trajectory or lower odds of following a high BMI trajectory than those who were formula-fed or mixed-fed. The BMI differences between breastfeeding and other feeding groups were evident from age 7 mo and remained up to 8 y, and the magnitude of between-group BMI differences increased with age. For breastfeeding duration, 12 out of 15 cohort studies found that longer breastfeeding duration was associated with lower BMI trajectories up to age 18 y. Moreover, beneficial associations were observed for both exclusive and any breastfeeding with BMI trajectory. In contrast, mixed findings were reported from 3 RCTs that compared BMI trajectories from birth to ages 12 to 24 mo between breastfeeding promotion versus control or breastfeeding versus formula-feeding groups. The current review provides further longitudinal evidence from cohort studies that breastfeeding versus formula/mixed feeding or longer breastfeeding duration was associated with lower BMI trajectories. Such associations initiated in early childhood became more apparent with age and were sustained into early adulthood. The existing evidence substantiates the importance of breastfeeding promotion and continuation to support obesity prevention.Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved.",1
x,38010586,Blood DNA methylation and liver cancer in American Indians: evidence from the Strong Heart Study.,Cancer Causes Control,"Liver cancer incidence among American Indians/Alaska Natives has risen over the past 20 years. Peripheral blood DNA methylation may be associated with liver cancer and could be used as a biomarker for cancer risk. We evaluated the association of blood DNA methylation with risk of liver cancer.We conducted a prospective cohort study in 2324 American Indians, between age 45 and 75 years, from Arizona, Oklahoma, North Dakota and South Dakota who participated in the Strong Heart Study between 1989 and 1991. Liver cancer deaths (n?=?21) were ascertained using death certificates obtained through 2017. The mean follow-up duration (SD) for non-cases was 25.1 (5.6) years and for cases, 11.0 (8.8) years. DNA methylation was assessed from blood samples collected at baseline using MethylationEPIC BeadChip 850 K arrays. We used Cox regression models adjusted for age, sex, center, body mass index, low-density lipoprotein cholesterol, smoking, alcohol consumption, and immune cell proportions to examine the associations.We identified 9 CpG sites associated with liver cancer. cg16057201 annotated to MRFAP1) was hypermethylated among cases vs. non-cases (hazard ratio (HR) for one standard deviation increase in methylation was 1.25 (95% CI 1.14, 1.37). The other eight CpGs were hypomethylated and the corresponding HRs (95% CI) ranged from 0.58 (0.44, 0.75) for cg04967787 (annotated to PPRC1) to 0.77 (0.67, 0.88) for cg08550308. We also assessed 7 differentially methylated CpG sites associated with liver cancer in previous studies. The adjusted HR for cg15079934 (annotated to LPS1) was 1.93 (95% CI 1.10, 3.39).Blood DNA methylation may be associated with liver cancer mortality and may be altered during the development of liver cancer.© 2023. The Author(s).",1
x,38053194,Integration of datasets for individual prediction of DNA methylation-based biomarkers.,Genome Biol,"Epigenetic scores (EpiScores) can provide biomarkers of lifestyle and disease risk. Projecting new datasets onto a reference panel is challenging due to separation of technical and biological variation with array data. Normalisation can standardise data distributions but may also remove population-level biological variation.We compare two birth cohorts (Lothian Birth Cohorts of 1921 and 1936 - nLBC1921= 387 and nLBC1936= 498) with blood-based DNA methylation assessed at the same chronological age (79 years) and processed in the same lab but in different years and experimental batches. We examine the effect of 16 normalisation methods on a novel BMI EpiScore (trained in an external cohort, n = 18,413), and Horvath's pan-tissue DNA methylation age, when the cohorts are normalised separately and together. The BMI EpiScore explains a maximum variance of R2=24.5% in BMI in LBC1936 (SWAN normalisation). Although there are cross-cohort R2differences, the normalisation method makes a minimal difference to within-cohort estimates. Conversely, a range of absolute differences are seen for individual-level EpiScore estimates for BMI and age when cohorts are normalised separately versus together. While within-array methods result in identical EpiScores whether a cohort is normalised on its own or together with the second dataset, a range of differences is observed for between-array methods.Normalisation methods returning similar EpiScores, whether cohorts are analysed separately or together, will minimise technical variation when projecting new data onto a reference panel. These methods are important for cases where raw data is unavailable and joint normalisation of cohorts is computationally expensive.© 2023. The Author(s).",1
x,38137029,Epigenetic Profiling of Type 2 Diabetes Mellitus: An Epigenome-Wide Association Study of DNA Methylation in the Korean Genome and Epidemiology Study.,Genes (Basel),"Diabetes is characterized by persistently high blood glucose levels and severe complications and affects millions of people worldwide. In this study, we explored the epigenetic landscape of diabetes using data from the Korean Genome and Epidemiology Study (KoGES), specifically the Ansung-Ansan (AS-AS) cohort. Using epigenome-wide association studies, we investigated DNA methylation patterns in patients with type 2 diabetes mellitus (T2DM) and those with normal glucose regulation. Differential methylation analysis revealed 106 differentially methylated probes (DMPs), with the 10 top DMPs prominently associated with TXNIP, PDK4, NBPF20, ARRDC4, UFM1, PFKFB2, C7orf50, and ABCG1, indicating significant changes in methylation. Correlation analysis highlighted the association between the leading DMPs (e.g., cg19693031 and cg26974062 for TXNIP and cg26823705 for NBPF20) and key glycemic markers (fasting plasma glucose and hemoglobin A1c), confirming their relevance in T2DM. Moreover, we identified 62 significantly differentially methylated regions (DMRs) spanning 61 genes. A DMR associated with PDE1C showed hypermethylation, whereas DMRs associated with DIP2C, FLJ90757, PRSS50, and TDRD9 showed hypomethylation. PDE1C and TDRD9 showed a strong positive correlation between the CpG sites included in each DMR, which have previously been implicated in T2DM-related processes. This study contributes to the understanding of epigenetic modifications in T2DM. These valuable insights can be utilized in identifying potential biomarkers and therapeutic targets for effective management and prevention of diabetes.",1
x,38048101,Linking Prenatal Environmental Exposures to Lifetime Health with Epigenome-Wide Association Studies: State-of-the-Science Review and Future Recommendations.,Environ Health Perspect,"The prenatal environment influences lifetime health; epigenetic mechanisms likely predominate. In 2016, the first international consortium paper on cigarette smoking during pregnancy and offspring DNA methylation identified extensive, reproducible exposure signals. This finding raised expectations for epigenome-wide association studies (EWAS) of other exposures.We review the current state-of-the-science for DNA methylation associations across prenatal exposures in humans and provide future recommendations.We reviewed 134 prenatal environmental EWAS of DNA methylation in newborns, focusing on 51 epidemiological studies with meta-analysis or replication testing. Exposures spanned cigarette smoking, alcohol consumption, air pollution, dietary factors, psychosocial stress, metals, other chemicals, and other exogenous factors. Of the reproducible DNA methylation signatures, we examined implementation as exposure biomarkers.Only 19 (14%) of these prenatal EWAS were conducted in cohorts of 1,000 or more individuals, reflecting the still early stage of the field. To date, the largest perinatal EWAS sample size was 6,685 participants. For comparison, the most recent genome-wide association study for birth weight included more than 300,000 individuals. Replication, at some level, was successful with exposures to cigarette smoking, folate, dietary glycemic index, particulate matter with aerodynamic diameter<10?mand<2.5?m, nitrogen dioxide, mercury, cadmium, arsenic, electronic waste, PFAS, and DDT. Reproducible effects of a more limited set of prenatal exposures (smoking, folate) enabled robust methylation biomarker creation.Current evidence demonstrates the scientific premise for reproducible DNA methylation exposure signatures. Better powered EWAS could identify signatures across many exposures and enable comprehensive biomarker development. Whether methylation biomarkers of exposures themselves cause health effects remains unclear. We expect that larger EWAS with enhanced coverage of epigenome and exposome, along with improved single-cell technologies and evolving methods for integrative multi-omics analyses and causal inference, will expand mechanistic understanding of causal links between environmental exposures, the epigenome, and health outcomes throughout the life course. https://doi.org/10.1289/EHP12956.",1
,38045296,Genetic association study of Preterm birth and Gestational age in a population-based case-control study in Peru: Genetics of PTB and GA in pregnant women in Peru.,medRxiv,"Preterm birth (PTB) is an adverse pregnancy outcome affecting ~15 million pregnancies worldwide. Genetic studies have identified several candidate loci for PTB, but results remain inconclusive and limited to European populations. Thus, we conducted a genome-wide association study (GWAS) of PTB and gestational age at delivery (GA) among 2,212 Peruvian women. PTB cases delivered ? 20 weeks' but < 37 weeks' gestation, while controls delivered at term (? 37 weeks but < 42 weeks). After imputation (TOPMED) and quality control, we assessed the association of ~6 million SNPs with PTB and GA using multivariable regression models adjusted for maternal age and the first two genetic principal components.In silicofunctional analysis (FUMA-GWAS) was conducted among top signals detected with an arbitraryP< 1.0×10-5in each GWAS. We sought to replicate genetic associations with PTB and GA identified in Europeans, and we developed a genetic risk score for GA based on European markers. Mean GA was 30 ± 4 weeks in PTB cases (N=933) and 39 ± 1 in the controls (N=1,279). PTB cases were slightly older and had higher C-sections and vaginal bleeding than controls. No association was identified at genome-wide level. Top suggestive (P< 1.0×10-5) signals were seen at rs13151645 (LINC01182) for PTB, and at rs72824565 (CTNNA2) for GA. Top PTB variants were enriched for biological pathways associated with polyketide, progesterone, steroid hormones, and glycosyl metabolism. Top GA variants were enriched in intronic regions and cancer pathways, and these genes were upregulated in the brain and subcutaneous adipose tissue. In combination with non-genetic risk factors, top SNPs explained 14% and 15% of the phenotypic variance of PTB and GA in our sample, but these results need to be interpreted with caution. Variants inWNT4associated with GA in Europeans were replicated in our study. The genetic risk score based in European markers, was associated with a 2-day longer GA (R2=0.003,P=0.002) per standard deviation increase in the score in our sample. This genetic association study identified various signals suggestively associated with PTB and GA in a non-European population; they were linked to relevant biological pathways related to the metabolism of progesterone, prostanoid, and steroid hormones, and genes associated with GA were significantly upregulated in relevant tissues for the pathophysiology of PTB based on thein-silicofunctional analysis. None of these top variants overlapped with signals previously identified for PTB or GA in Europeans.",1
,37987302,Stress and DNA Methylation of Blood Leukocytes among Pregnant Latina Women.,Epigenomes,"Latinas experience physical and psychological stressors in pregnancy leading to increased morbidity and higher risk for adverse birth outcomes. Epigenetic changes, including DNA methylation (DNAm), have been proposed as markers to create more refined risk stratification, yet few of these studies have examined these changes in Latinas. We conducted a secondary analysis of stored blood leukocytes of Latina women (n = 58) enrolled in a larger National Institutes of Health funded R01 project (2011-2016). We examined DNAm on eight candidate stress genes to compare physically and psychologically stressed participants to healthy (low stress) participants. We found unique CpGs that were differentially methylated in stressed women early- and mid-pregnancy compared to the healthy group, though none remained significant after FDR correction. Both physical and psychological stress were associated with hypomethylation at two consecutive CpG sites on NR3C1 in early pregnancy and one CpG site on NR3C1 in mid-pregnancy before adjustment. Stress was also associated with hypomethylation at two CpG sites on FKBP5 in early and mid-pregnancy but were no longer significant after FDR adjustment. Though we did not find statistically significant differences in DNAm during pregnancy between stressed and healthy women in this sample, signals were consistent with previous findings. Future work in larger samples should further examine the associations between stress and DNAm in pregnancy as this mechanism may explain underlying perinatal health inequities.",1
